,index,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,0,[[2046042]],[[22335488]],[6683607.656033652],[15942518.072862713],[15868092.373451231],[26994258.364895593],[52574621.56394092],[941188938.2442443],[3079368020.958983],[5466332694.918696],[0.4192316185866812],[0.055859795443428256],[0.587832129297789],[0.5633334436122871]
1,1,[[1688382]],[[22630400]],[7484141.8377201045],[14803573.527572922],[14726743.728829695],[24366268.44203113],[47995429.088805094],[894540496.6384805],[2932068014.542807],[5498803378.12277],[0.505563188765216],[0.05365372419601251],[0.6043906051460254],[0.5332192866193703]
2,2,[[1474770]],[[22765568]],[7701941.2937492635],[14153431.329337133],[14080169.199042797],[23293966.014908284],[45986645.72403087],[868336444.3622817],[2848950410.0878377],[5493346520.926449],[0.544174844568238],[0.052959479039030886],[0.6044556427201534],[0.518618368463558]
3,3,[[1293670]],[[22814720]],[7916551.202146928],[13690128.26508507],[13619835.260381853],[21712754.0723654],[43038594.91608236],[846315317.7243034],[2778278105.852181],[5501021392.556663],[0.5782671315313447],[0.05085408950391072],[0.6272735008644669],[0.5050476825288157]
