,index,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,0,"[[5385418], [5273534], [5233102], [5325534], [5146255]]","[[32933888], [32929792], [32925696], [32960512], [32983040]]","[5678120.252432008, 6042828.50580599, 6262152.693786489, 6056929.98774177, 6032604.445600004]","[21201817.99812882, 21473082.05113081, 20418276.3952581, 21018871.34693234, 20443374.039317507]","[21132439.87664311, 21402286.7050062, 20342045.25093007, 20949904.991626572, 20373639.017272078]","[44155694.291856185, 43530287.01251502, 41244499.37872364, 42239792.25468007, 41892522.441873565]","[85250800.65352273, 85400217.81879216, 80888091.29164672, 83021480.16449696, 81270746.28961593]","[1288401415.503047, 1293621200.6363251, 1222613790.956982, 1260956778.674661, 1224337899.3926044]","[4332529821.249677, 4350279420.297701, 4111566791.082514, 4239812215.8552217, 4117454416.8585305]","[5449290579.0659, 5507466923.636258, 5301399808.660999, 5395414724.299122, 5266684901.296555]","[0.26781289476841724, 0.28141412077768146, 0.3066935020646894, 0.28816628104181086, 0.2950884934159039]","[0.06616788807255165, 0.06601640246525356, 0.06615996964039873, 0.06584006808842201, 0.06637934374973972]","[0.4785892332926277, 0.4916642681187241, 0.4932062591944977, 0.4959755688501373, 0.48633115958917905]","[0.7950630927801148, 0.7898875255387764, 0.7755624815101415, 0.7858176678727851, 0.7817924356638261]"
1,1,"[[5020910], [4927334], [4800962], [4947646], [5021030]]","[[32948224], [33017856], [32954368], [32972800], [32958464]]","[9465289.112745706, 9793968.916077532, 9534061.694759158, 9428620.379347246, 9456764.264586488]","[24192884.744734965, 23734063.345816668, 23759569.907345887, 24033631.617802132, 23830501.069871332]","[24126032.274804935, 23663116.826094598, 23691315.769447338, 23967383.077854525, 23763170.53950219]","[45074746.074984685, 44427403.548874356, 44339964.22559155, 45225701.90115719, 45365155.90679251]","[86110455.07010855, 84503622.53800617, 84010454.52869476, 85801098.20854108, 85711361.13678083]","[1248810888.9201589, 1220279476.3686194, 1224288038.608705, 1238424791.2288437, 1231044473.570775]","[4200546817.896, 4105371349.8371544, 4118870576.904287, 4165990469.8781695, 4141777413.1669364]","[5510698491.798411, 5467179969.934855, 5448002965.531076, 5478664021.44549, 5470304209.212693]","[0.39124268199581336, 0.41265453678852687, 0.40127248649444014, 0.39230943243564165, 0.3968344701128665]","[0.06895395918958383, 0.06924940079257672, 0.06861984425181937, 0.06928244558428436, 0.06962491037238154]","[0.5352449958269262, 0.5326243474945126, 0.5343106649547882, 0.5299504943060104, 0.5238198803576499]","[0.762253065404991, 0.7509120556508903, 0.7560331011131848, 0.7604026188813482, 0.7571384067071906]"
2,2,"[[4693102], [4706158], [4713710], [4720358], [4712302]]","[[32911360], [32962560], [32964608], [32944128], [32929792]]","[13161695.55078201, 12697538.451494154, 12981603.547457363, 12890579.746193353, 12992856.512001958]","[26791288.96476467, 26975769.356337372, 26879200.300915882, 26263194.015828032, 26695861.963061206]","[26714625.110547658, 26905334.18969486, 26806184.760960076, 26186357.347378146, 26620008.218065154]","[46862301.150687955, 47361443.1897026, 47335530.21429073, 46444487.44446164, 47521167.22025603]","[89212371.19572608, 89605689.01751189, 89607385.61183026, 88536651.3403351, 90264544.7809346]","[1202449517.9030325, 1214118447.3802564, 1208046733.2509067, 1181511728.874362, 1198397358.8119712]","[4047542566.850525, 4086176322.3321395, 4065803249.588593, 3977660662.9357777, 4034057425.005133]","[5489708934.751689, 5462678480.646507, 5481339654.458577, 5406204109.940571, 5462282861.436686]","[0.49126772392668344, 0.4707016242526978, 0.48296092897581583, 0.49082300265628737, 0.48669926934668906]","[0.07419219673463275, 0.07380308668471108, 0.07417542976230138, 0.07493505919292469, 0.07532104782875872]","[0.5700664383647212, 0.5680851844384813, 0.5663015633205523, 0.5638205692051573, 0.5601715987884721]","[0.7372963876514892, 0.7480169914463904, 0.7417535686337969, 0.7357585067167401, 0.7385295722206701]"
3,3,"[[4610006], [4614254], [4616854], [4633190], [4670830]]","[[32968704], [32970752], [32958464], [32143360], [32999424]]","[16445116.479357583, 16239836.819824288, 16142951.241426537, 16287934.771392114, 16106593.005002234]","[30042348.753977805, 30275195.586085044, 29868286.73630561, 29565481.980621535, 29794431.012273755]","[29967959.47534034, 30204992.975864723, 29798209.412073392, 29491868.54900033, 29720297.686952252]","[50080612.00435441, 50092579.50329853, 49896210.006997295, 49455402.694040194, 49501366.44297202]","[91505009.41875629, 91044650.48573068, 90682543.65891537, 90248624.81479672, 90523126.93704852]","[1191099220.5496926, 1204262227.8379574, 1187044801.3348167, 1172679244.992395, 1180831171.857552]","[4011460728.0384846, 4054227617.717319, 3997404166.072634, 3949541793.5573187, 3976870551.7973957]","[5509753876.965447, 5505524998.909442, 5463887099.686759, 5442341886.040812, 5436314839.643108]","[0.5473978287792874, 0.5364073296784372, 0.5404712825996946, 0.5509105105091104, 0.5405907230907399]","[0.07682400243409336, 0.07560201456221495, 0.07639353085658099, 0.07695934348644672, 0.07666051599454952]","[0.5983944340124016, 0.6029833814782041, 0.5972038639386554, 0.5963325934570614, 0.6003934804747558]","[0.7280653215398865, 0.7363925544830688, 0.7316044590858773, 0.7257063000190396, 0.7315379386780467]"
4,4,"[[4387761], [4359400], [4446062], [4416750], [4481006]]","[[32989184], [32970752], [32987136], [32966656], [32952320]]","[19139618.101103753, 18758983.097739432, 18976163.606088415, 18957560.124442086, 18891162.863891948]","[32356205.89262265, 32285929.234901376, 32427324.475708365, 32667456.149990696, 32616266.44807164]","[32283571.833571788, 32216237.323281713, 32358670.806257404, 32595498.534618437, 32546654.2643601]","[51399984.71465377, 52574243.359755985, 51540771.94748052, 52325104.41646219, 52973135.78250871]","[91083151.93735912, 92583109.56885675, 92475347.05762476, 93026635.28027593, 93401139.51844819]","[1167712397.4504423, 1170213659.232621, 1172274588.3345997, 1184292240.589569, 1181093566.1684535]","[3934710698.7359185, 3942163191.556822, 3949110522.5155654, 3989158682.3837204, 3979023559.548269]","[5522087279.739838, 5484389524.176398, 5523024350.21244, 5546273742.039042, 5525561284.768661]","[0.591528505060838, 0.5810265816187444, 0.5851905426333786, 0.5803194481198526, 0.57919452227828]","[0.07800135730016063, 0.0791164150566906, 0.07888539765158649, 0.07855040512126048, 0.07908022039392504]","[0.628085241908019, 0.6127760527684984, 0.6278266619528038, 0.6229418727039071, 0.6143992380965814]","[0.7125404759848879, 0.7187970829166851, 0.715026817211781, 0.7192502332056078, 0.7201121034557233]"
5,5,"[[4153830], [4183410], [4249446], [4294726], [4286414]]","[[32935936], [32940032], [32952320], [32970752], [32929792]]","[21364716.286735266, 21292162.662078053, 21349583.058018874, 21132907.365797937, 21366093.700268757]","[34152849.86051612, 34727620.4481643, 34312189.754027925, 34726692.67347785, 33974955.17781374]","[34071022.84349424, 34647285.106941395, 34228693.03968752, 34650109.86397626, 33894328.352592945]","[52893768.04153332, 53380662.22079048, 53276963.33403626, 53408310.35526847, 51961774.83101552]","[91403444.54441853, 92162400.11509924, 92737951.3282774, 92181652.20758869, 90484768.88412012]","[1142490373.479535, 1157960500.0238647, 1145004176.578173, 1158529869.8780806, 1132137169.3870327]","[3849993499.598473, 3901802219.5236983, 3858514397.913594, 3903561608.9494157, 3816202628.224005]","[5493368133.968736, 5514471834.223605, 5505678717.093055, 5496297250.812657, 5463906081.666143]","[0.6255617429875119, 0.6131189637326147, 0.6222156968432082, 0.6085493820129313, 0.6288777597629092]","[0.08000368901668982, 0.07959027973164874, 0.08099354851737163, 0.07956778206960649, 0.07992385669407076]","[0.6441405879184281, 0.6490606085708527, 0.6424670419948718, 0.648777496114108, 0.6522935073488237]","[0.7008438913444909, 0.7075568317002823, 0.7008244752702991, 0.7102166114418671, 0.6984385476589866]"
6,6,"[[4072926], [4166742], [4151142], [4101222], [4160619]]","[[32985088], [32937984], [32968704], [33036288], [32978944]]","[24051769.334758747, 23991862.049014837, 23872827.76177604, 24092748.753874928, 23915291.872348797]","[37230100.8703162, 37096055.922150776, 36965154.02595624, 37220380.56651183, 36853776.74733195]","[37153427.76499707, 37015611.06842666, 36889090.75369779, 37141047.91434141, 36777800.66602368]","[55680803.55908249, 56628179.96006198, 55882703.53762506, 55976413.35324594, 55128952.682552814]","[93902355.29501407, 94552814.33013915, 94276491.15785801, 94789169.12681353, 93602877.27471167]","[1143346712.7383847, 1141821024.3051183, 1133699980.4590364, 1136636573.9363785, 1132393779.0875804]","[3854480477.6339703, 3849984603.9308715, 3821934073.920093, 3832237585.8455343, 3817473028.254382]","[5518835277.824897, 5511165206.583452, 5466130503.439012, 5488510189.571767, 5478038439.803141]","[0.6460301952588954, 0.6467496733173952, 0.645819783275162, 0.6472999036326839, 0.648923773438774]","[0.08212937882168064, 0.08280878729455998, 0.08315823655539392, 0.08339443873299049, 0.08265930015098778]","[0.6672573919586818, 0.6536606172851144, 0.6601164299229165, 0.6635124633648521, 0.6671231517456906]","[0.6984228163361875, 0.6985790589858946, 0.6992028586795589, 0.6982291101739831, 0.6968686091205244]"
7,7,"[[4044138], [4061413], [4018654], [4095090], [4084722]]","[[32985088], [32970752], [32958464], [32974848], [32964608]]","[26516326.75541572, 26100223.40443885, 26619862.265556056, 26287299.418212872, 26777822.117968414]","[39618247.09403472, 39172400.49446123, 39279283.95832921, 39210926.11884285, 40085267.539649144]","[39543561.58123649, 39101592.68397952, 39200852.42094514, 39137736.77806528, 40009566.03816356]","[57714301.23239085, 57843783.85702231, 57878470.08058284, 57063404.22984772, 58713449.491113305]","[95148713.42652464, 94872600.49683408, 95454279.5213498, 94403743.96801555, 97060522.6128234]","[1120873490.9795103, 1117710407.8684835, 1112311260.0676427, 1117109278.2824497, 1137700827.3340788]","[3781412577.006878, 3770079783.878211, 3752742194.336125, 3767835015.2987943, 3837796876.9852276]","[5465605217.982634, 5458374995.155644, 5490426513.387726, 5455694622.047424, 5533127457.259441]","[0.6692958093900186, 0.6662911405730492, 0.6777074219020046, 0.670407511889409, 0.6680215391223704]","[0.08488800403636629, 0.08488119984295374, 0.08581615861332283, 0.08450717025030968, 0.08531286985196344]","[0.6851605362423335, 0.6759860796906103, 0.677295933468295, 0.6858640367900414, 0.6814378372406699]","[0.6918561488058966, 0.690696367916127, 0.6835064972066427, 0.6906242515980107, 0.6936035554268777]"
