,index,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
25,25,[[3372490]],[[33005568]],[10401385.03497575],[14990351.511669781],[14923846.3487476],[31728964.788623877],[68297408.97657292],[1371096642.3267367],[4367067048.505936],[5539941649.921375],[0.6938719900516286],[0.04981225018586066],[0.47035402661792497],[0.7882875532755683]
26,26,[[2265710]],[[32919552]],[11386772.741123777],[14734534.352691878],[14668253.389341012],[28070941.751782764],[58882415.82409482],[1321419575.7737482],[4196174785.4560423],[5522739593.572386],[0.7727948823196783],[0.0445599693720419],[0.5225422616399908],[0.7597995006571993]
27,27,[[1692930]],[[32978944]],[12056736.915366018],[14817247.639722304],[14748501.82048738],[27104630.975883774],[55083892.10526112],[1296341115.3809412],[4111999789.0977945],[5541989685.720257],[0.813696120124505],[0.042491819052637415],[0.5441321755536829],[0.7419717506319005]
28,28,[[1364070]],[[32935936]],[12040169.503899958],[14592434.044278732],[14526137.679947747],[25123506.683227092],[51391932.15864092],[1274267974.9795017],[4036777587.1773343],[5501653399.616339],[0.8250967225457879],[0.04033055304514549],[0.5781890984846338],[0.7337389860762297]
29,29,[[1135967]],[[32972800]],[11772639.749582617],[14129799.924211683],[14063431.34908215],[24536663.30296205],[48898771.908233374],[1226656520.3216536],[3884513192.01087],[5325433205.190386],[0.8331780925935103],[0.039863459002697145],[0.5731598944582013],[0.7294267043336238]
30,30,[[6098158]],[[32954368]],[8688941.231239969],[14646159.914520778],[14569873.914100992],[40682405.164223686],[94097724.59478174],[1427087126.3655431],[4579803929.85155],[5486185102.516227],[0.5932572962435984],[0.0659369164337055],[0.35813698465679245],[0.8347884448432178]
31,31,[[3237954]],[[32915456]],[9586056.203917364],[14004468.098385176],[13937506.53086867],[31304955.03567069],[69240159.81157704],[1329248836.4298303],[4225701669.6317735],[5509924475.540524],[0.684499842234116],[0.0520896899917897],[0.44521726720218774],[0.7669255156564069]
32,32,[[2165762]],[[32974848]],[10434843.469590547],[13688728.513565958],[13625014.7856643],[28309259.504635982],[60764871.38795955],[1293081093.973919],[4098144456.5681458],[5543155136.40478],[0.7622945739079631],[0.04699231291149413],[0.4812918113747567],[0.7393162117461771]
33,33,[[1618430]],[[32923648]],[10685650.424801113],[13518475.484027782],[13451611.800331993],[26322011.958904497],[55799064.76208584],[1265948379.090469],[4006715675.186023],[5540958284.961172],[0.790447890180096],[0.04407688787608792],[0.5110404106393331],[0.7231087961915779]
34,34,[[1301627]],[[33013760]],[10943897.403278826],[13419255.66737653],[13351339.204692904],[25283645.89113293],[53089898.19092815],[1243507201.4617612],[3930574695.079994],[5495259850.294778],[0.8155368430668228],[0.04269367972177418],[0.5280622605688078],[0.715266393611787]
35,35,[[1086443]],[[32974848]],[11242461.07294756],[13445974.182127822],[13374462.045067647],[24163252.136829805],[50760635.47793953],[1224475986.3914306],[3870479993.9717436],[5465510053.88705],[0.8361209772283262],[0.04145498649388195],[0.5535042207618318],[0.7081644633000123]
36,36,[[4370042]],[[32917504]],[5775252.84582486],[10688784.91007179],[10620006.732307196],[29647635.76532082],[77158561.98845688],[1206064882.4143405],[3904224674.1547446],[5449242619.300935],[0.5403095762908444],[0.06397546526186744],[0.358207541956163],[0.7164710670664917]
37,37,[[2257262]],[[33067008]],[5046031.9092147285],[8311455.484202769],[8243193.009195693],[19432934.889832072],[52051981.78789281],[1112837603.7811315],[3584244546.046321],[5456134999.230946],[0.6071177206935064],[0.04677410397620801],[0.42418672505864224],[0.6569200627461615]
38,38,[[1560801]],[[32964608]],[5081305.522288142],[7606375.663738418],[7533886.18733762],[16993552.989869688],[45932521.53895472],[1094279128.328113],[3516540857.1354117],[5442528707.895966],[0.6680324173984797],[0.041975141762168496],[0.44333790537086454],[0.6461226106228249]
39,39,[[1175142]],[[32946176]],[4794548.044901348],[7168184.757138796],[7101428.146055628],[15054503.159111734],[42365509.133387424],[1103281610.9292085],[3540197036.587311],[5523612096.127762],[0.6688650205516057],[0.038399542522698484],[0.4717145475344027],[0.6409206466668991]
40,40,[[928136]],[[32987136]],[4658813.768111847],[6842578.488913239],[6773232.558253588],[15289339.226853061],[41498458.55330838],[1085856893.4581325],[3484513891.5515985],[5529437951.138365],[0.6808564601283479],[0.03821724465104061],[0.44300361564073254],[0.630175059805894]
41,41,[[772842]],[[32958464]],[4535956.208159902],[6590540.927903679],[6521883.28368129],[13651430.089543885],[38875086.99767204],[1075522980.9467635],[3449807379.486638],[5506983682.992217],[0.6882524906195674],[0.036145287163879096],[0.4777435946931767],[0.626442273678971]
42,42,[[5293634]],[[32960512]],[7652515.549145996],[12789243.129912224],[12713093.879620133],[33310450.46084649],[81955055.68954058],[1318368518.1876292],[4254715606.3095107],[5500542544.004529],[0.5983556236606252],[0.06216399630219083],[0.38165481714404487],[0.7735083534527076]
43,43,[[2856034]],[[33026048]],[5919167.826116681],[10026429.524825038],[9958749.745541833],[24877417.555997085],[61897819.816482134],[1263223954.7607791],[4045837795.4876723],[5497501191.264811],[0.5903564984385576],[0.04899987811599403],[0.40031284288754976],[0.7359412312481639]
