,index,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,0,[[5379996]],[[15566848]],[130075.74271115262],[2459219.4365723054],[2402080.0189967463],[98422191.94790933],[223087622.0592235],[3041221539.138118],[12977909992.516884],[8011196537.80869],[0.052893101273001494],[0.07335461070108248],[0.024405878099809694],[1.6199714900599285]
1,1,"[[4678211, 4658625]]","[[7872512, 7872512]]",[169200.44355792954],[2506565.556908539],[2446353.7787041212],[189449138.4505749],[379548285.9126659],[5035952538.222009],[22574859230.258568],[12104248518.832335],[0.06750289977119614],[0.07536772497992388],[0.012912984449081287],[1.8650359991481988]
2,2,"[[4139151, 3951932, 3870203]]","[[5246976, 5246976, 5246976]]",[156591.5304018167],[2457689.0449782936],[2398310.342344873],[275689169.12131613],[527061066.96770036],[6937575971.42486],[31749736480.626534],[15926504815.577066],[0.06371494828516833],[0.07597193445356261],[0.0086993273982755],[1.9935156425265013]
3,3,"[[3362319, 3268628, 3278188, 3253515]]","[[3936256, 3936256, 3938304, 3938304]]",[214995.05404464368],[2469784.883677706],[2405581.926119296],[365423248.909316],[682238696.6682962],[8930851225.085863],[41341474366.883995],[19995225779.911106],[0.08705011333800819],[0.07639122850372385],[0.006583001856885873],[2.067567269403836]
4,4,"[[2815287, 2753368, 2788421, 2772645, 2794776]]","[[3149824, 3147776, 3149824, 3149824, 3149824]]",[282121.4993900903],[2485698.275219921],[2418897.4116921425],[455367761.62940925],[835156821.8903491],[10874337435.158892],[50707771729.96792],[23979304181.492615],[0.11349788596732631],[0.07680070872089377],[0.005311964560329827],[2.114647336977547]
5,5,"[[2428172, 2384952, 2403846, 2381800, 2404723, 2358468]]","[[2625536, 2623488, 2625536, 2623488, 2623488, 2623488]]",[299544.95815227675],[2454176.694984083],[2386947.278462813],[544259689.7885904],[988832196.9004679],[12860200724.413082],[60266755194.81705],[28038201665.470676],[0.12205517180751303],[0.07689088359432247],[0.004385677137672986],[2.149451520246256]
6,6,"[[2139482, 2106028, 2133487, 2195110, 2134087, 2097510, 2141399]]","[[2250752, 2250752, 2248704, 2250752, 2250752, 2250752, 2250752]]",[415324.8347885782],[2457424.035015831],[2387271.989063471],[622772828.986775],[1123198741.864665],[14594579299.783808],[68634264040.15254],[31975445223.157295],[0.16900820894994734],[0.07695999444679458],[0.0038332950282167276],[2.1464678149483953]
7,7,"[[1677958, 1665459, 1677611, 1673915, 1679542, 1661416, 1687285, 1670465]]","[[1968640, 1968652, 1968658, 1968621, 1968644, 1968620, 1968622, 1968617]]",[9414873.70918608],[16639230.960634382],[16522448.891442627],[687163113.4399897],[1232510109.9153316],[15784601285.923101],[73909039667.9457],[35685368995.130005],[0.5658238491586592],[0.07808306890934895],[0.024044435110508213],[2.0711300387010736]
