,hotspot,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,l2_rqsts.all_demand_miss,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694303097,[[538636]],[[29442048]],[11613402.784296693],[14489198.773143094],[811439.1955015798],[2381466.756651548],[2384802.6733995457],[13140846.443591677],[43507472.31217148],[1503697671.8396611],[5573748513.076126],[6596148068.785998],[43249573.002071366],[19670141.146306198],[0.34073085136930514],[0.028933656762893938],[0.18148014160553022],[0.845000514687045]
1,1694303112,[[563499]],[[29423616]],[8334249.432694874],[11156576.959415808],[782568.3993607321],[2673210.028464458],[2455237.9458354088],[13077162.522453597],[39035767.88868478],[1565629497.667201],[5866043435.602042],[6560752064.717015],[39054667.190672286],[16865113.070449367],[0.2927448240235183],[0.024932953771533015],[0.18775005217070176],[0.8941114338322526]
2,1694303126,[[406812]],[[29417472]],[6966758.595375239],[9516554.951142494],[675812.7292787412],[2209205.4301606263],[2189609.9053590316],[12106210.06843551],[35541500.295077726],[1505409759.8887258],[5587463442.475914],[6573810817.598259],[35893648.271855004],[15143553.313864391],[0.30590759919941185],[0.023609186842062736],[0.18086667032715678],[0.8499580528721836]
3,1694303140,[[709412]],[[29413376]],[8996258.19441512],[11942505.227219366],[1005252.5223430922],[2669256.4178841645],[2470422.6273499783],[13700933.405613525],[41209803.412323706],[1528379297.3811467],[5768180377.069421],[6589195515.612698],[41126528.94851433],[18132771.787676584],[0.3766039544226044],[0.02696307355310036],[0.18031053463392507],[0.8753997909763139]
4,1694303155,[[633164]],[[29431808]],[6379634.231123243],[9196621.021331158],[979384.0273244702],[2502195.7549155517],[2394183.687902053],[14239221.227500997],[37310700.196491964],[1537861552.082467],[5721036420.075284],[6552426213.355901],[37452170.43604678],[15211099.886116963],[0.3914098349021954],[0.024261416865496353],[0.1681400723852814],[0.8731172597432714]
