,hotspot,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,l2_rqsts.all_demand_miss,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694317562,[[770524]],[[29411328]],[4115613.9075285112],[6963298.769176994],[1022498.973810865],[2693148.0197593733],[2674091.8368755556],[15594185.328075264],[57301513.5851497],[1867173010.6254106],[6888593947.618618],[6542767827.866346],[56041218.98019473],[13237679.751139374],[0.3796668309015644],[0.03068891487776836],[0.1714800600747772],[1.0528562420141765]
1,1694317577,[[916989]],[[29431808]],[353948.36181627656],[3255814.0334411263],[1271925.698775354],[2862727.4626119225],[2796847.3132058945],[15202387.070957826],[51153416.205686964],[2156581779.886654],[8028064860.689755],[6585972164.6298065],[50346009.13530903],[9802281.945218282],[0.44430554965049396],[0.023719673736822305],[0.18397422063729096],[1.2189642865186643]
2,1694317591,[[610688]],[[29450240]],[1769974.0529034124],[4371523.257375882],[873596.8400540712],[2711505.9227495664],[2617093.3179900884],[15657444.662490284],[46476847.53412474],[1944772247.9984004],[7133229079.316322],[6537642990.915906],[46166695.62458467],[10233014.001314789],[0.32218142425011265],[0.023898349836059037],[0.16714689876948574],[1.091101041954721]
3,1694317605,[[1214716]],[[29446144]],[1041615.4965356232],[4344848.335214083],[1465540.689541117],[3292076.6762307542],[3219134.072193588],[17962281.625953875],[55904664.99860454],[2187120631.0959954],[8144159928.621682],[6530221550.673585],[54888583.15515165],[11124220.06272085],[0.4451721006750912],[0.025560851195752275],[0.1792163233618512],[1.2471490998313253]
4,1694317620,[[975980]],[[29372416]],[208109.4199014286],[3261103.101874835],[1159258.6946465503],[2766825.403397964],[2723152.43308934],[16895714.677878212],[46526637.03374365],[2044554897.3818247],[7484684518.749072],[6519860757.06387],[46051988.611389056],[9665405.499625932],[0.4189851275844345],[0.022756364768353153],[0.16117414888964718],[1.1479822649034144]
