,hotspot,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694213103.8327096,[[226812]],[[26597376]],[1697659.467924173],[3279379.9655359066],[3115366.9266700977],[13823901.483029088],[31911782.868708625],[3285597264.2664127],[7246221240.0966],[6524378817.315153],[31906380.789211374],[0.5176769650865225],[0.00971262766005306],[0.22536090339580891],[1.1106377239877208]
1,1694213118.2009695,[[312437]],[[26597376]],[2634869.377600689],[4327174.494954315],[4212603.114016637],[13953681.315148473],[34310892.16047043],[3007425918.830952],[6894079036.953454],[6580303968.273475],[34319477.742985256],[0.6089122083412786],[0.01140872396744116],[0.3018990486362425],[1.0476839778516047]
2,1694213132.570094,[[231823]],[[26597376]],[2198311.359826756],[3801346.0277772755],[3697253.4570652987],[13484789.04464402],[31097729.7034547],[2988035290.9297957],[6824302918.804136],[6584482858.038442],[31100065.297564328],[0.5782981459102142],[0.010407417140571298],[0.27417955481727013],[1.0364220039654168]
3,1694213146.866914,[[5049875]],[[26621952]],[1479258.7748528381],[8193862.966109277],[8083314.499970444],[35920091.95003604],[85813588.44264765],[1688648149.7902315],[5589346390.421479],[6563583431.146229],[85791691.46830128],[0.18053252549758472],[0.05081792110056062],[0.2250360191509012],[0.8515693369415106]
4,1694213161.1651378,[[399327]],[[26607616]],[2936828.0422221282],[4749592.605671642],[4639320.394513426],[14945111.50847102],[36490334.152144864],[3021705671.1756344],[6914966120.158396],[6581539500.83198],[36487599.38414724],[0.6183326205104763],[0.012076071637363616],[0.3104239397533982],[1.0506608855396624]
5,1694213175.4592075,[[396341]],[[26599424]],[2498325.4306434887],[4284851.045326787],[4174451.2045062273],[14464677.855477218],[34944824.08134045],[2973151596.185022],[6961308600.07379],[6579598153.336538],[34944183.55593868],[0.5830600420446943],[0.011753461924437237],[0.2885962097611129],[1.0580142491747289]
6,1694213189.7551785,[[4016390]],[[26597376]],[1223060.1532864626],[6731565.840758728],[6614867.8406495415],[30358748.315255962],[72185291.85748087],[1675406911.2363455],[5602876651.710959],[6514306170.376037],[72174758.7761889],[0.18169029052363977],[0.043085229846767575],[0.21789000560755728],[0.8600880132392572]
