,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,[[8110752]],[[31301632]],[686291.6592168846],[34863205.31870251],[34713017.40711055],[76079889.6179942],[148223237.41068834],[1733486797.1569662],[5871249236.69078],[6569337101.034394],[148194292.4885811],[0.019685271418480865],[0.08550583578356889],[0.4562706068766472],[0.8937354174999339]
1,[[8061844]],[[31281152]],[815199.094512595],[34423526.11540814],[34268926.51849326],[75474337.0167077],[146809913.74165902],[1715245520.574313],[5810365088.149013],[6533161129.440565],[146783738.71055248],[0.02368145238171019],[0.08559119495178912],[0.45404740038865354],[0.8893650367760874]
2,[[7879715]],[[31164416]],[1217479.170987187],[34074424.79899359],[33918528.56861468],[75374124.67140903],[146086080.5687669],[1714728593.9559116],[5809426043.355149],[6631868982.155536],[146060245.7633755],[0.03572999920524399],[0.08519487053735048],[0.45000228813908444],[0.8759862504803178]
3,[[7573080]],[[23107584]],[1822248.8195972273],[32947044.827167414],[32791252.772558555],[73642112.61712426],[142317688.13449734],[1662794861.5053935],[5635743102.516198],[6612433475.049875],[142292811.81092045],[0.05530841473510974],[0.08558944427194798],[0.44527854521291244],[0.8522948659946541]
4,[[6992500]],[[13017088]],[2912028.078206948],[30816690.600379948],[30668721.920601726],[67961146.03359713],[132012846.18144172],[1573965226.8067806],[5333889035.675147],[6593279458.391457],[131987738.30283551],[0.09449515900227927],[0.08387278443836141],[0.45126846309272656],[0.8089887694486472]
5,[[7860476]],[[31260672]],[1116525.3083037739],[35130139.97866469],[34975087.11243403],[74473057.00400266],[145709873.19269347],[1712189640.6434486],[5800690635.711158],[6627597010.881489],[145683338.95344138],[0.0317825465250598],[0.08510148042826322],[0.4696341001626164],[0.8752328522973442]
6,[[7773516]],[[31246336]],[1345360.0656972132],[34719969.171433866],[34567980.219468616],[74474917.55230565],[145188279.82236606],[1693623215.3535333],[5737628077.527562],[6609318210.922831],[145162453.35846663],[0.03874888422435925],[0.08572643460845505],[0.46415600521062184],[0.8681119435353138]
7,[[7523576]],[[31090688]],[1848234.15586293],[33662244.98976423],[33501003.679531444],[73631851.45239267],[142486968.99936664],[1667327024.144026],[5650232426.711019],[6628074358.600443],[142461575.6182246],[0.05490525532164975],[0.08545832157462735],[0.45497978142233486],[0.8524696798821216]
8,[[7138392]],[[23099392]],[2575708.2056634254],[32458353.581376385],[32302110.112381212],[70002957.31677364],[135916172.37703297],[1617504830.860774],[5482071610.7599325],[6642184819.73106],[135892415.05652934],[0.07935424694927497],[0.0840282945582942],[0.46143922129188675],[0.8253416247128607]
9,[[6580488]],[[13015040]],[3641188.5795234023],[30065582.04408592],[29915050.79320875],[63981599.33761794],[124957214.0609922],[1528482161.6743762],[5181612854.0096],[6591510845.8103895],[124932911.55753659],[0.1211082018696407],[0.08175248438889714],[0.4675570961481142],[0.7861039714897942]
10,[[6969244]],[[31262720]],[2901436.674171401],[31796045.25805721],[31643010.028529502],[66982256.22056124],[131243371.83215906],[1581880698.9507835],[5361918536.601749],[6581062174.108243],[131221011.56309779],[0.09125149529204953],[0.08296666867432484],[0.47240884099715036],[0.8147497158888806]
11,[[6897952]],[[31264768]],[3039199.51355439],[31567980.21672185],[31416647.396980643],[68263054.8450988],[132337123.46185756],[1578710050.3575916],[5350842765.216734],[6603078462.580386],[132313366.29327783],[0.09627475349038954],[0.08382611071100868],[0.4602291454472803],[0.8103557750434035]
12,[[6680136]],[[31174656]],[3520770.8104672427],[30533894.700009704],[30382646.092116456],[65752741.33186168],[128538226.51448275],[1549683640.9184167],[5253872952.096809],[6603772401.6821575],[128515010.60719675],[0.1153069677176205],[0.08294481732949367],[0.4620742113058333],[0.7955866181515443]
13,[[6341248]],[[23103488]],[4152547.904374055],[29429620.609693024],[29276614.8115519],[61825717.96481536],[121340211.3311985],[1503283713.3257403],[5097178655.6430855],[6601700784.951385],[121318072.0794751],[0.141100966249166],[0.08071677372380724],[0.4735345706492732],[0.7721008300258221]
14,[[6295920]],[[13015040]],[3810462.4394159657],[29328613.27559694],[29192363.103802238],[62367817.69650188],[122057890.57375138],[1499795486.095974],[5082853470.294613],[6582906586.892866],[122036724.77198592],[0.12992303466957592],[0.08138302302234074],[0.4680677340012106],[0.7721290592843915]
15,[[5941735]],[[31244288]],[5086599.874039566],[27740291.636435866],[27583946.28260075],[60162553.812235676],[117224702.77044302],[1459581050.3729064],[4950864663.311342],[6626210361.797308],[117203399.32162803],[0.1833650467956329],[0.08031393853770123],[0.4584902823222709],[0.7471638226059063]
16,[[5916612]],[[31258624]],[5129308.231678196],[27435666.00859418],[27284616.283814177],[57844604.59736223],[114786724.12949573],[1450179574.2380126],[4918790685.711199],[6602568791.020446],[114765586.44681671],[0.18695767145114858],[0.07915345531591125],[0.4716881803192131],[0.7449813612545467]
