,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
17,[[5757791]],[[31174656]],[5457387.774327983],[26745361.2702382],[26591828.876882322],[56773880.00873458],[111831360.78458825],[1432962744.0196364],[4861747618.6150465],[6601135982.71657],[111811233.21885398],[0.20404988061989185],[0.07804205744448565],[0.46838139075207136],[0.7365016614328688]
18,[[5503971]],[[23107584]],[6024464.511275917],[25916216.78851336],[25766479.956768684],[54813427.83970853],[108309642.79267697],[1393087829.7321696],[4726902639.107005],[6608285170.604622],[108289715.43006055],[0.23245925747719834],[0.07774789247387238],[0.4700760556723047],[0.7152994335252816]
19,[[5236345]],[[13021184]],[6235507.57557183],[24958853.940433905],[24818038.033833604],[53166887.486864954],[103895394.55481285],[1358351655.6179137],[4608328324.623856],[6588697933.453515],[103877392.10463506],[0.24983148627149773],[0.07648637532491605],[0.46679501484763386],[0.699429291063032]
20,[[5343743]],[[31268864]],[6377997.858360103],[25059731.83897907],[24909817.170104433],[53388585.05247432],[105617992.41726752],[1376862793.2203119],[4672377729.7928295],[6603296847.664822],[105599708.38859545],[0.25451181598198386],[0.07670916298801284],[0.4665757136215764],[0.7075825663426234]
21,[[5323250]],[[31262720]],[6455107.728227149],[24968338.021758225],[24818307.563832927],[54307345.42280443],[106480333.43841328],[1376274230.9287932],[4670894728.31699],[6616221190.531939],[106460390.74970526],[0.258531734174776],[0.07736854403395602],[0.45699725093562327],[0.7059762051185979]
22,[[5213996]],[[31182848]],[6713513.09642342],[24471659.58199149],[24327541.97714712],[52866894.44147225],[103942076.0213388],[1360488022.9712017],[4617247613.699792],[6612660369.885801],[103924080.65155075],[0.27433828400276716],[0.07640058145777519],[0.460165898416439],[0.6982435745115291]
23,[[5019624]],[[23107584]],[7034089.039382601],[23607653.73546717],[23457160.383116253],[51366690.16505196],[100627826.28201845],[1315233125.0478516],[4465398903.935369],[6522390113.91511],[100609707.19974738],[0.29795798931152884],[0.07650949810008575],[0.45666092768958777],[0.6846261609542061]
24,[[4747203]],[[13047808]],[7645785.239740842],[22811127.40203244],[22664719.568760186],[47854328.242007844],[94964223.90502775],[1285962159.9512866],[4365353921.277702],[6592758269.271098],[94947995.71690826],[0.33517787634904944],[0.07384682602839969],[0.47361901005360835],[0.6621437861031025]
25,[[5049809]],[[31256576]],[6955851.664281792],[23806092.27772054],[23661499.714509163],[50367287.40525484],[100133486.68636751],[1343313398.8940508],[4559364038.822555],[6600430854.492514],[100116328.76369108],[0.2921878812841358],[0.07454216325751485],[0.46977911524456145],[0.6907676391639299]
26,[[5041992]],[[31258624]],[7106693.740839413],[23765233.33553468],[23620616.214506727],[50626077.36789658],[100875871.71130198],[1341241816.1941028],[4552875602.069327],[6631788813.525442],[100858601.50898257],[0.299037406471125],[0.07521080128380321],[0.4665701441345567],[0.6865230076060022]
27,[[4950834]],[[31184896]],[7341869.011998921],[23396354.891177338],[23245958.05923203],[49416484.60677508],[98358722.11615363],[1332815614.4872277],[4524736895.521297],[6641531017.331167],[98340662.46652873],[0.31380396844499514],[0.07379769643079627],[0.4704089787893364],[0.6812791935645461]
28,[[4778059]],[[23111680]],[7728134.6429394325],[22789995.88700904],[22636009.15199707],[48493286.7853152],[96273103.59353141],[1299146109.1642647],[4411667153.478817],[6608602138.345899],[96255362.74730943],[0.3391020639606475],[0.0741049085352405],[0.46678644927098933],[0.6675643443384891]
29,[[4588208]],[[13021184]],[8151706.954416344],[22036956.04729834],[21896115.10030479],[46079568.84261813],[91678844.67604978],[1265237850.3125823],[4296079114.920126],[6609874924.372172],[91663037.46962385],[0.36991075069170987],[0.07245977082759589],[0.47518055507614654],[0.6499486244557315]
30,[[4903832]],[[31164416]],[7156769.579504052],[22915435.717356388],[22766735.7227218],[49642936.0144685],[98141432.00946972],[1309526365.3768694],[4446023559.544292],[6530818464.185765],[98124099.12598725],[0.3123121754164788],[0.07494421998996983],[0.4586097751367164],[0.680775860472276]
31,[[4892150]],[[31254528]],[7331376.932951482],[22963113.73273779],[22807664.509174757],[50645467.12906086],[99461408.23439564],[1318587061.034839],[4476357605.031896],[6590926188.346158],[99443675.41590124],[0.3192675443879097],[0.07543029290484425],[0.45033970070911833],[0.6791697368644232]
32,[[4829448]],[[31172608]],[7594795.517972355],[22624781.389644243],[22476015.300158277],[48349075.33938807],[96048110.42179601],[1307422296.1568878],[4439288884.039837],[6596587347.425421],[96029436.17170425],[0.3356848133546442],[0.07346372377473243],[0.4648695997263046],[0.6729674982280717]
33,[[4658021]],[[23113728]],[8030205.099518232],[22321047.209775545],[22170287.477015864],[48673230.0862744],[95637253.63793473],[1286519190.4729645],[4369268102.458209],[6627678060.930791],[95620984.8388648],[0.35975933494739387],[0.07433799227104844],[0.4554924223791708],[0.6592456758294305]
34,[[4483143]],[[13033472]],[8372318.382527428],[21637721.425664973],[21489860.82366165],[46027903.04095726],[91197874.42754033],[1254400915.340282],[4259550685.830292],[6618993535.467791],[91181183.41602248],[0.38693160974874363],[0.07270233408814201],[0.4668876790789103],[0.643534498561684]
