,hotspot,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,l2_rqsts.all_demand_miss,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694301124,[[607976]],[[29401088]],[10871202.921778247],[13851439.957125576],[833788.7612417637],[2479540.6847139983],[2521016.0568221225],[13928512.18038769],[49306137.65018583],[1595183907.5520544],[5936329642.329212],[6564587059.416551],[48638942.73096879],[19268634.938382287],[0.3362674250041341],[0.030909375036167648],[0.18099679450127398],[0.9042959730138491]
1,1694301138,[[608108]],[[29431808]],[8705237.106729494],[11555721.70472695],[799469.3877523446],[2018491.348886799],[2061867.6388054094],[14911329.631761545],[43166606.67126521],[1619024025.6455328],[6074600270.672612],[6574752175.71979],[42962981.707106225],[17360677.46038091],[0.396072734318754],[0.026662116180798452],[0.13827523699922603],[0.9239284019108412]
2,1694301152,[[447984]],[[29409280]],[5854322.993063225],[8490959.614739617],[565404.272143454],[2186418.3243696755],[2083080.4488957324],[14692810.060577659],[40387763.1939773],[1581681319.6273434],[5873150958.41858],[6576964643.009624],[40534846.746635385],[14111664.528337631],[0.2585983962179127],[0.025534703288708608],[0.1417754970157039],[0.8929880693004641]
3,1694301167,[[736540]],[[29433856]],[9241327.18290137],[12326304.528533557],[914886.1469201798],[2498032.9840199896],[2437235.435285431],[15081047.752525838],[42722516.66743424],[1555952061.9719756],[5870174645.420925],[6543864076.9332695],[42552962.60131806],[18408777.77863204],[0.3662426208031442],[0.027457476172684115],[0.16160915841389284],[0.8970502101522769]
4,1694301181,[[663892]],[[29437952]],[6647611.851737633],[9559796.079463553],[878623.7122827253],[2668928.7643492473],[2570226.174411975],[13165604.48920298],[36506714.77828741],[1588039904.723336],[5892819435.688561],[6571973542.8238],[36651379.86363279],[15610105.950559473],[0.32920463221765905],[0.022988537422582913],[0.19522280017752314],[0.8966590320685581]
