,hotspot,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694227556,[[448296]],[[29519872]],[1624179.9610485826],[3218809.0885122544],[3100590.331760768],[13954320.123414002],[39938678.682100534],[2203663045.728763],[5760150737.93627],[6548455791.844733],[39929913.279704325],[0.5045903364835113],[0.018123768404389885],[0.22219572894549527],[0.8796197028786241]
1,1694227571,[[468344]],[[29431808]],[2750917.1263824427],[4347640.819782634],[4163053.7299691224],[14254340.548814628],[36189569.49465575],[2156339673.247212],[5801979310.378534],[6525693664.490268],[36191179.6442433],[0.6327379009473875],[0.016782870502103323],[0.29205516142346666],[0.8890977126232811]
2,1694227585,[[281816]],[[29413376]],[2515139.054459495],[4082400.591515208],[3979739.860063096],[14910668.941555528],[34032151.1512312],[2516798306.4622593],[5965609640.652491],[6553213621.345255],[34021557.176466614],[0.6160931535447347],[0.013522001768615514],[0.2669055208496848],[0.910333461619684]
3,1694227599,[[640953]],[[29429760]],[3215472.280555921],[4970986.221834477],[4870354.470443087],[15095896.143532163],[39455187.977743454],[1976710876.4491413],[5709073512.767408],[6567408538.925406],[39443357.751773186],[0.6468479567358957],[0.019960019670969113],[0.3226277144553482],[0.8693038477703043]
4,1694227614,[[613315]],[[29243392]],[2002587.1804991537],[3650966.6171907466],[3547842.0037895055],[14290467.659612508],[37637807.89573794],[1950799889.6084402],[5821405958.188203],[6570203669.39645],[37630961.756811775],[0.5485087623288251],[0.019293525746145346],[0.2482663330757439],[0.886031278650296]
