,hotspot,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,l2_rqsts.all_demand_miss,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694318059,[[734835]],[[29435904]],[3299250.3140231054],[6084609.09307098],[955955.0338473658],[2618585.3740182915],[2468952.194850923],[16239884.409326982],[56940186.45667733],[1822169059.024851],[6718162159.27051],[6590324289.8945465],[56036548.94080017],[12365093.51293929],[0.3650654446222719],[0.03124857497423941],[0.15203015813542],[1.0193978116633786]
1,1694318073,[[984701]],[[29431808]],[204506.0777482565],[3273120.4403614206],[1142103.6830237405],[3097892.94520341],[2958542.676536909],[15465472.242374243],[41447459.243894555],[2261547338.031873],[8452057837.882525],[6584256629.074799],[41400758.88445998],[9709128.996667022],[0.36867112686773273],[0.018327035895682152],[0.1912998601123037],[1.2836768543558705]
2,1694318088,[[610089]],[[29413376]],[2014126.8476715137],[4678654.88775032],[826018.5241350633],[2449833.915138932],[2309785.74939613],[14924510.84577605],[40681371.28074909],[1965772674.284119],[7216672071.467645],[6597552928.859719],[40727128.579749644],[10528833.323110636],[0.3371732749026863],[0.020694850331849354],[0.15476458647553248],[1.0938407238689527]
3,1694318102,[[1311912]],[[29437952]],[190347.69541145556],[3691008.253890951],[1382317.4343459934],[3505741.2597655146],[3272728.4451493905],[16947777.696491238],[46008038.056930535],[2327729185.588025],[8689275563.151184],[6587838625.207417],[45663521.21047718],[10487489.902956527],[0.3943010427524966],[0.019765202215870355],[0.19310664228425392],[1.3189873124552447]
4,1694318116,[[1008752]],[[29411328]],[172802.34780382278],[3296700.547196443],[1048896.349808126],[2940935.9368488677],[2809197.7208529003],[16632812.930787794],[41966882.30568848],[2113500103.379322],[7750632340.237939],[6590451241.034676],[42034371.49337006],[9721292.131798817],[0.3566539266176569],[0.019856579253810635],[0.16889492670557232],[1.1760397060491898]
