,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,MEM_LOAD_RETIRED.L3_MISS,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,"[[2547432, 2609784, 2595592]]","[[4411392, 4411392, 4401152]]",[6407636.667217258],[19564787.817383707],[26811540.38163259],[34495328.82470417],[34465065.17627436],[76881622.81813458],[175217886.25752634],[2581845084.36553],[7855577682.839701],[12927902534.703756],[174304502.9719571],[62263419.84830356],[27104986.60206688],[19624308.96455379],[0.7772513350396371],[0.06786537554811693],[0.44828743089622786],[0.6076451815561055]
1,"[[2369396, 2424644, 2418944]]","[[4411392, 4411392, 4401152]]",[6417056.099684804],[18332280.12624177],[26417757.56417607],[33395013.242071804],[33160997.16133984],[73202746.21352416],[172907443.90520683],[2562945027.0781727],[7776334811.455274],[12981077342.044851],[172102630.11142132],[58935040.54986039],[25399727.02731987],[19166885.735259853],[0.7910689351335359],[0.06746435919553298],[0.4530020918151479],[0.5990515738064544]
2,"[[2225024, 2273005, 2268622]]","[[4411392, 4411392, 4401152]]",[6509600.7568198275],[17444137.478987183],[26075964.51467003],[31145181.967347477],[31156417.790380653],[69135085.975979],[171640588.2753108],[2568501829.822512],[7768347275.86007],[13072127144.56094],[170886902.07644808],[55516678.75213381],[24183953.81975218],[19079089.437232647],[0.8372391126822761],[0.06682517656106614],[0.4506599991964421],[0.5942680322760118]
3,"[[2088172, 2136764, 2131767]]","[[4411392, 4411392, 4403200]]",[6433790.546304517],[16568989.035530511],[25183072.899078887],[29798985.774468157],[29708150.13932697],[67424227.1877677],[173024383.5272146],[2562900190.5346956],[7727870413.778317],[13102715803.228321],[172396375.07851776],[54224030.023812406],[22860825.30621793],[18649266.928451993],[0.8450983227978116],[0.06751116729642002],[0.44061536006328467],[0.5897915004669705]
4,"[[2467483, 2527431, 2524177, 2534356]]","[[3305472, 3305472, 3303424, 3311616]]",[10566645.667004988],[24811886.606659293],[37513338.38353446],[45380508.02890462],[45258318.915602535],[96198043.44125074],[218936263.51334912],[3147266673.7260814],[9496445442.446777],[16142230062.754908],[218445683.88388827],[77730156.21719062],[35170261.98808984],[27782285.82370763],[0.826639894812124],[0.06956393792145621],[0.470470264223641],[0.5882982342296061]
5,"[[2305147, 2360283, 2354552, 2362500]]","[[3307520, 3307520, 3305472, 3307520]]",[10413718.335330645],[23545421.62542963],[36367676.45983561],[42872061.651093036],[42685736.199005775],[91890996.09993191],[218482843.5428059],[3156628154.6469083],[9495946222.931387],[16344080364.074247],[217807490.6011711],[73820710.63372588],[33415877.87719545],[27473282.164739415],[0.8482838253921108],[0.0692139944393434],[0.46452577521942223],[0.5810021739616704]
6,"[[2163888, 2223360, 2214080, 2222683]]","[[3313664, 3313664, 3313664, 3313664]]",[10051983.931467466],[22024326.111996856],[35377459.27067201],[40794100.469891794],[40550963.4205906],[87146798.0213063],[216437918.63359338],[3119057512.3494697],[9350465369.796383],[16211549605.942951],[216159812.22761482],[69810660.90366316],[31044743.351518076],[26327682.6652346],[0.8672199867915324],[0.06939208968627153],[0.4653178813371479],[0.5767780130265042]
7,"[[2041223, 2092007, 2087187, 2091627]]","[[3309568, 3309568, 3305472, 3307520]]",[9902302.290127922],[20955681.662794728],[34590375.59742603],[38930198.923509985],[38625179.062277116],[86500137.14432696],[219815296.38952708],[3128388557.3651834],[9345783288.843878],[16302675295.066782],[219572762.02302188],[69340187.53666493],[29582672.362613276],[25730282.97051805],[0.8885229604243523],[0.07026470413082629],[0.44653315402067334],[0.5732668485197597]
8,"[[2365763, 2406071, 2402976, 2410376, 2406932]]","[[2654208, 2652160, 2650112, 2646016, 2643968]]",[19145922.088548265],[28900649.324185867],[56544679.88937388],[70858835.07865767],[70833514.4967393],[117035837.2109637],[263088853.66097966],[3728862130.68145],[11236141169.640116],[19616065978.950993],[262490160.21725014],[94403781.6957706],[58752055.12996105],[45363691.01300965],[0.7979905374764601],[0.07055472807542502],[0.6052292715184144],[0.5728029861694516]
9,"[[2253681, 2305960, 2302715, 2308842, 2305908]]","[[2648064, 2646016, 2648064, 2650112, 2650112]]",[15607389.167933933],[28321834.43761355],[47614237.71330018],[54986034.66200754],[54752148.744587116],[110938786.79224215],[262194462.52432582],[3700893619.155503],[11078787855.9866],[19536294161.071968],[262058178.20487747],[89038699.2406835],[42875831.755193986],[36285121.19273201],[0.8659332866241238],[0.07084625755445391],[0.49353477109068117],[0.5670874816198356]
10,"[[2122779, 2174135, 2172492, 2175074, 2174440]]","[[2652160, 2652160, 2656256, 2658304, 2652160]]",[14661371.391118996],[26762814.215380087],[45914663.53223379],[51027791.842903495],[51083996.722113244],[106349209.54095544],[262530501.35249662],[3692318067.5828595],[11006516171.409018],[19523164775.33381],[262198362.6169921],[84879616.67920032],[39402160.881067954],[34411816.96497026],[0.8997971864741626],[0.07110181098898657],[0.480342044314308],[0.5637670069411596]
11,"[[2007636, 2049464, 2054699, 2058892, 2054747]]","[[2652160, 2652160, 2654208, 2654208, 2652160]]",[14020301.426743587],[25545662.009739526],[43640465.00717371],[47445904.33487509],[47413772.25514367],[102831398.40154041],[264423476.48806393],[3711750674.332459],[11032336759.073618],[19630024932.59328],[264020423.37332967],[81948508.64364544],[36668199.772795714],[33042672.793715943],[0.9197941449099075],[0.07123955774201328],[0.46108263616138295],[0.5620133849527494]
12,"[[2034960, 2034994, 2032975, 2031745, 2030500, 2031201]]","[[2207744, 2207744, 2207744, 2207744, 2205696, 2207744]]",[20573276.029546313],[29050892.106338523],[59052736.74602906],[72499002.67332192],[72364006.1472313],[116951516.97345324],[262670835.3453891],[6798344205.392143],[21522206276.127415],[22891042364.979156],[262097105.81686786],[93442700.01882699],[59312001.44298623],[46923724.943907864],[0.8145317117273836],[0.0386374722152271],[0.6187521805609171],[0.9402021075743622]
13,"[[2038204, 2038514, 2037605, 2036351, 2033979, 2034356]]","[[2205696, 2205696, 2205696, 2207744, 2205696, 2207744]]",[21374246.844407655],[28813428.360321008],[61811324.42421631],[73631061.9013403],[73314706.23852305],[120422175.73748063],[279240502.91584545],[5851063440.770475],[18256764824.031963],[22877381417.391056],[278796507.4601245],[95764409.81118901],[59163314.28779012],[48603624.87823006],[0.8394734888794421],[0.047724743671395696],[0.608813997833327],[0.7980268585351921]
14,"[[2037070, 2036946, 2035978, 2034920, 2036727, 2036544]]","[[2207744, 2207744, 2209792, 2211840, 2209792, 2213888]]",[22456986.993884955],[29087143.081137937],[63090512.435226075],[72867681.81447482],[72880105.0648121],[119949228.02643196],[295631997.24650097],[4754280688.722196],[14412937995.619741],[22930668727.52772],[294685387.0014583],[95422182.50214724],[59829137.64273843],[50658573.55379345],[0.8658229665636686],[0.06218227668967474],[0.6075912806104284],[0.6285441635776349]
15,"[[1956024, 1984039, 1980411, 1983311, 1982602, 1976287]]","[[2209792, 2209792, 2209792, 2211840, 2209792, 2209792]]",[21865954.06201661],[29043220.363677975],[61507062.64776588],[70314529.30373451],[70009153.23530565],[118192484.06969188],[303168356.52382135],[4248940938.5685873],[12618302177.085453],[22809623690.480614],[302038859.3563459],[94174901.6750842],[57666984.09783617],[49297493.4015163],[0.8747418671051126],[0.07135151109583435],[0.5923316849320549],[0.5532008045512643]
