,hotspot,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,l2_rqsts.all_demand_miss,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694302588,[[573719]],[[29429760]],[11956345.349482894],[14926131.646028383],[777112.0235694225],[2419365.5609551533],[2346595.53158741],[15492515.006741753],[49342735.13750009],[1551108505.651161],[5756748264.23415],[6574336741.825225],[48889395.88681757],[20030698.193472248],[0.32120487953983384],[0.03181127236278408],[0.15146640365145755],[0.8756393976004203]
1,1694302602,[[583699]],[[29401088]],[8808063.741080519],[11672740.202204728],[816423.7674017663],[2458274.868391858],[2376900.5683577955],[13956704.85196201],[41341437.76009073],[1590444576.1410904],[5968502893.19923],[6549100847.290925],[41171342.7408731],[17438275.498335894],[0.3321124817648444],[0.025993636232453834],[0.1703052829138],[0.9113469211072138]
2,1694302617,[[421856]],[[29470720]],[7208431.63649372],[9803682.620755132],[611467.68246438],[2023376.8904961324],[2100046.3979446855],[12793709.63851123],[38163416.53564957],[1535437461.926707],[5692546115.665677],[6578267415.854445],[38262347.65078914],[15426517.237468116],[0.3022015746727482],[0.024855077124249083],[0.16414679223477066],[0.8653564465843895]
3,1694302631,[[730763]],[[29421568]],[9280193.576459443],[12297744.00948975],[964994.3728830412],[2491715.3641329226],[2398549.7789463154],[14207317.00780081],[42084822.37026037],[1550226699.7690725],[5849922460.364517],[6570658352.669791],[42049476.04550733],[18453330.06004475],[0.38728114245057194],[0.027147527762571424],[0.16882496375841716],[0.8903099425322542]
4,1694302645,[[657512]],[[29431808]],[6605755.267001931],[9490037.859143874],[915360.1613066803],[2626343.7525160518],[2544258.6931909607],[14549120.648693312],[38351981.82024261],[1572290283.4376156],[5833753923.113584],[6565806520.0823],[38508794.286116526],[15499874.069292132],[0.34853021826627234],[0.024392430726208402],[0.17487370918320524],[0.8885053047588828]
