,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,[[8136796]],[[31272960]],[632926.3135248703],[35200627.800436854],[35040215.323812194],[77375322.78694528],[150977786.27193466],[1750175051.702885],[5927931187.9797],[6622246322.032472],[150950133.32915854],[0.017980540492434496],[0.08626439173900709],[0.4528603443800322],[0.8951541364834531]
1,[[8073862]],[[31191040]],[715105.0824995929],[34750110.95330804],[34593524.33831276],[75752224.44722621],[147925587.53183794],[1734487722.0731614],[5874572983.790651],[6587070932.225718],[147899754.49686205],[0.020578497820062887],[0.0852848859345217],[0.45666677897244845],[0.8918338733913832]
2,[[7915890]],[[31176704]],[1110020.5701181118],[34020943.550383046],[33867773.78504075],[74743802.71914771],[145655823.0062272],[1715427272.160634],[5811246725.086191],[6605412503.414614],[145629454.01278147],[0.032627565678013476],[0.08490935487038699],[0.4531181523142463],[0.8797704491706029]
3,[[7570577]],[[23103488]],[1717223.0351741398],[33043333.865716375],[32897342.08447709],[72027824.03418458],[140283678.55743086],[1658731743.0765371],[5619918426.3847065],[6579495676.200544],[140257246.47042114],[0.051968818950070265],[0.08457285461797417],[0.456731027566013],[0.8541564130383373]
4,[[7360260]],[[13012992]],[1330293.0565836355],[31168072.911787745],[31037065.685250107],[67952196.27606669],[131439538.21602948],[1580105856.6273785],[5350430714.735013],[6244665010.8446865],[131414676.67743213],[0.042681273890389275],[0.083184007998412],[0.4567485289093093],[0.8568002775878742]
5,[[7897904]],[[31272960]],[1011826.7088177031],[35434895.916416064],[35279827.92194385],[74961432.10457413],[146400949.08242038],[1725418280.991004],[5844677464.448136],[6641311368.920807],[146375072.73603654],[0.02855452746931733],[0.08484954094628819],[0.47063972674277504],[0.8800487042061211]
6,[[7814699]],[[31256576]],[1175357.3687203259],[34772916.842774026],[34619854.918993935],[73822165.09553853],[144043067.37333888],[1697905451.4238982],[5751517802.558442],[6583545855.800739],[144017221.71990213],[0.0338009426714104],[0.08483574114950948],[0.46896287685669896],[0.8736200716959843]
7,[[7611244]],[[31166464]],[1640928.176560397],[33747440.35026617],[33595370.23238828],[73686583.30888031],[142469980.15682352],[1670490784.1797576],[5660055548.501007],[6586844237.33592],[142443666.14261988],[0.04862378181957301],[0.0852863011912867],[0.45592248580128625],[0.8592970084852413]
8,[[7116719]],[[23105536]],[2582496.848261202],[32268902.67374959],[32117638.319744945],[68644831.76465894],[133740505.487558],[1604502814.978545],[5438247145.889583],[6583856322.307419],[133715173.99324128],[0.08003051341321366],[0.08335323829852324],[0.46788137568545063],[0.8259972392568343]
9,[[6649190]],[[13017088]],[3588618.6365193296],[30140983.30903601],[29997202.70215533],[63432263.148841895],[124402697.54133731],[1529549732.963824],[5184650004.793329],[6583023439.574937],[124378653.06253524],[0.11906110028744459],[0.08133288827443416],[0.47290134724923494],[0.7875788461613165]
10,[[7020160]],[[31275008]],[2797694.767882561],[32222887.7917412],[32080968.914025113],[68436709.04758896],[133482416.56359658],[1596605501.9889593],[5411465380.269336],[6616158421.760205],[133458816.95604374],[0.08682321665160056],[0.08360388110733169],[0.4687684337906563],[0.8179165363500523]
11,[[6942372]],[[31266816]],[2973868.6985539943],[31857272.14453661],[31710702.155752823],[68162555.90116657],[132612676.5538443],[1587905508.8183715],[5382298860.695792],[6624065689.207579],[132588522.21060586],[0.09334975967375789],[0.08351421153046258],[0.4652217296800355],[0.8125370600513571]
12,[[6733776]],[[31209472]],[3467684.61736561],[30812738.175895546],[30668183.074149743],[66206552.88978503],[128634461.99030787],[1560983889.8319542],[5291772565.965402],[6625084195.004606],[128612339.13653311],[0.1125406186743358],[0.08240601509613008],[0.46321975296317713],[0.7987479721322579]
13,[[6348508]],[[23109632]],[4112038.2212857865],[29550525.449246373],[29409669.16255902],[63481919.88335458],[123473114.26571247],[1508741292.769994],[5115174414.739328],[6609571184.446856],[123450770.52939503],[0.13915279538254896],[0.08183849335694944],[0.46327630318361634],[0.7739041266059697]
14,[[6031872]],[[13015040]],[4179431.5917239753],[28613501.774254743],[28481118.33289106],[59829150.16458726],[117462909.66426997],[1482718155.7345788],[5025113128.302781],[6596884447.063763],[117441626.0212566],[0.14606501590394141],[0.0792213336094719],[0.476040830507216],[0.7617403591993235]
