,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
15,[[5942648]],[[31252480]],[5043891.411746472],[27634415.316111106],[27491694.928229738],[58565854.446983606],[115395286.64748888],[1451058885.8528464],[4921370824.739258],[6585300490.711708],[115373382.46880727],[0.18252209623577015],[0.07952488198276417],[0.4694150744973154],[0.7473266909658332]
16,[[5896332]],[[31094784]],[5162354.925798194],[27465106.083726984],[27321778.28616449],[59199199.97477334],[115614601.01613443],[1446998866.0878375],[4909223913.794446],[6595707762.329249],[115594837.78880377],[0.18796049467498244],[0.07989957955441566],[0.4615227620948791],[0.7443058562771696]
17,[[5746410]],[[31172608]],[5555602.953368596],[26739465.71180043],[26589188.74494927],[59148370.13341554],[114637323.39615999],[1429175015.343558],[4849318320.823165],[6618215201.200761],[114617905.54379836],[0.20776791179177695],[0.08021223584614823],[0.4495337519017765],[0.7327229733997377]
18,[[5510507]],[[23115776]],[6031000.848737231],[25989545.273881156],[25836541.027192693],[54816248.69510596],[108052902.06021972],[1395699526.2963479],[4736192951.737793],[6617721761.970204],[108034422.66723713],[0.23205488149876316],[0.07741845578105966],[0.4713299731781792],[0.7156833004003104]
19,[[5245188]],[[13019136]],[6460863.6911072],[24936814.425720006],[24792999.5718318],[53751048.69941992],[104971895.01796372],[1359699733.2996886],[4613083797.78192],[6624408695.907283],[104953758.0906345],[0.25908937608499905],[0.07720226197531149],[0.4612561088896367],[0.6963766895348702]
20,[[5353684]],[[31238144]],[6364244.546243832],[25047650.652103234],[24892958.93347911],[53946655.397864655],[105957540.80958074],[1377182512.036271],[4673040540.376527],[6594074427.529745],[105929630.69687116],[0.25408548828149],[0.07693790756383793],[0.46143655709311016],[0.7086727017922254]
21,[[5321252]],[[31262720]],[6452543.735561742],[24915141.754991733],[24760931.71434987],[54530589.813486874],[106699594.23007613],[1375447956.7900553],[4667985462.083714],[6609055828.867586],[106681380.01783118],[0.2589808157229922],[0.07757443217196365],[0.45407415909200066],[0.7063014117227603]
22,[[5217728]],[[31102976]],[6733778.550602955],[24387002.290394224],[24239076.126972944],[51975870.06717691],[102992940.63642615],[1360620041.5843484],[4618066985.093213],[6609976359.5176935],[102972306.05284096],[0.27612161882050246],[0.07569559280965607],[0.4663524842517273],[0.6986510592346774]
23,[[4997792]],[[23123968]],[7219614.522861854],[23807417.835959017],[23656109.21999316],[51342634.9871008],[100895195.05266231],[1328756501.8567421],[4510875660.573319],[6616501164.50122],[100877328.73540714],[0.303250632748473],[0.07593204241083756],[0.4607498081455395],[0.6817614851751286]
24,[[4785344]],[[13021184]],[7603871.167122516],[22758137.131222393],[22611572.560417794],[48462118.40839467],[95992268.6664888],[1284359493.225303],[4360385658.607747],[6568443249.362164],[95974187.71499623],[0.33411658974014163],[0.07473940837656874],[0.46658242154971474],[0.663838522016791]
25,[[5083955]],[[31250432]],[6861729.981109785],[23824237.56505692],[23679568.32476907],[50824543.677288055],[100572391.46492544],[1341666229.9548366],[4553302978.095452],[6584164717.350644],[100554779.35353185],[0.28801467255237184],[0.07496081306921687],[0.46590813436758405],[0.6915536250325803]
26,[[5039696]],[[31256576]],[7027354.384414261],[23703440.169173315],[23555948.689966362],[50529170.53180671],[99910439.56022437],[1341779969.5054207],[4554881012.888632],[6605144761.587544],[99892810.0073778],[0.2964698092031992],[0.07446112017684338],[0.46618514497756397],[0.6895959403308926]
27,[[4952708]],[[31152128]],[7315073.366987366],[23177353.917529408],[23025621.904836502],[51932684.679414265],[100842413.91708523],[1320338239.4955025],[4482325571.776861],[6587128909.123009],[100824428.42209783],[0.31561296397406513],[0.07637619732623728],[0.44337438064247986],[0.6804672617790966]
28,[[4789148]],[[23130112]],[7744896.500484624],[22805929.407365758],[22659797.27163114],[48284914.638061695],[95674846.72414763],[1294669918.809139],[4396433075.319134],[6605667280.212255],[95657719.43397455],[0.33960012600859896],[0.0738990265658996],[0.46929351416454684],[0.6655547257865926]
29,[[4580152]],[[13023232]],[8030910.825018065],[21915772.10138194],[21771149.28149916],[46352222.0721409],[91653095.90744415],[1258462682.2050989],[4273905606.5951805],[6566012141.263837],[91635801.35609055],[0.36644434829250944],[0.07282941099758962],[0.46968944115808164],[0.6509134486267538]
30,[[4906096]],[[31258624]],[7275600.544756034],[23230228.3127934],[23076050.889027074],[50055275.156236365],[98876778.21633562],[1327870764.5867624],[4508695076.087463],[6617747704.508929],[98859637.80194902],[0.3131953955333793],[0.0744626516776325],[0.46101136827238154],[0.6813035608800126]
31,[[4905184]],[[31256576]],[7368539.003221909],[23049403.257351108],[22903181.51774904],[49540026.64982825],[97835393.49785809],[1319353049.7406754],[4479072073.6008835],[6610187194.11587],[97818513.39283872],[0.3196845888351523],[0.07415406628050623],[0.4623166975593148],[0.6776013964609017]
32,[[4845696]],[[31160320]],[7522602.763459931],[22632276.738739613],[22480924.60164067],[48285101.78133617],[95941560.1117499],[1305326847.816421],[4431773243.175483],[6575591415.931665],[95923655.25814742],[0.3323838273231924],[0.07350002819006062],[0.4655871847065322],[0.6739733299788009]
33,[[4653420]],[[23117824]],[7978259.553895017],[22174650.528941784],[22028328.636278767],[48297384.515989214],[94749527.04654719],[1273260179.907334],[4323897133.838676],[6573460270.875289],[94731038.56767364],[0.35979189586243976],[0.07441489849579912],[0.4560977547135316],[0.6577809792197813]
34,[[4491196]],[[13031424]],[8465828.948416438],[21599486.241920024],[21455470.31217834],[46002694.242654994],[91182629.38637713],[1251684857.610937],[4250679049.9791875],[6623831196.882571],[91166920.89606023],[0.39194584785938374],[0.07284791282081607],[0.46639595061552336],[0.6417251472198929]
