# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 5625955584
#
# Overhead  Command       Shared Object            Symbol                              
# ........  ............  .......................  ....................................
#
     0.02%  rte-worker-2  [kernel.kallsyms]        [k] timekeeping_update
     0.02%  rte-worker-2  [kernel.kallsyms]        [k] perf_swevent_stop
     0.02%  rte-worker-2  [kernel.kallsyms]        [k] update_fast_timekeeper
     0.02%  rte-worker-2  [kernel.kallsyms]        [k] sysvec_apic_timer_interrupt
     0.02%  rte-worker-2  [kernel.kallsyms]        [k] hrtimer_active
     0.02%  rte-worker-2  [kernel.kallsyms]        [k] vma_migratable
     0.02%  rte-worker-2  [kernel.kallsyms]        [k] __hrtimer_next_event_base
     0.02%  rte-worker-2  [kernel.kallsyms]        [k] tick_sched_handle.isra.0
     0.02%  rte-worker-2  [kernel.kallsyms]        [k] __accumulate_pelt_segments
     0.02%  rte-worker-2  [kernel.kallsyms]        [k] __sysvec_apic_timer_interrupt
     0.01%  rte-worker-2  [kernel.kallsyms]        [k] timerqueue_add
     0.01%  rte-worker-2  [kernel.kallsyms]        [k] tick_do_update_jiffies64
     0.01%  perf          [kernel.kallsyms]        [k] __do_set_cpus_allowed
     0.00%  perf          [kernel.kallsyms]        [k] native_flush_tlb_one_user
     0.00%  perf          [kernel.kallsyms]        [k] perf_sample_event_took
     0.00%  perf          [kernel.kallsyms]        [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
