,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,MEM_LOAD_RETIRED.L3_MISS,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,"[[2486748, 2546703, 2539256, 2549376]]","[[3606528, 3604480, 3604480, 3606528]]",[10483950.60537279],[25422090.449980184],[37530459.38089468],[46097535.32985564],[45854242.33876984],[98590562.87408435],[223857194.77564704],[3224986675.0270877],[9733815889.740622],[16467636007.744099],[223079795.8303629],[79407201.96874626],[35952350.124821514],[28156434.189285897],[0.8141532754916642],[0.06941337045176064],[0.4650976828008672],[0.5910876269771315]
1,"[[2315968, 2371949, 2365864, 2372768]]","[[3606528, 3606528, 3606528, 3606528]]",[10189666.780690452],[23554133.556285504],[36381951.620556064],[43345621.29803763],[43172647.481974125],[94123181.55471739],[221420423.61166],[3160331768.7379556],[9503787429.723932],[16299373257.717161],[221041375.4005047],[75766832.24174668],[33424166.649943355],[27205757.663862202],[0.8393454870654529],[0.07006239844878118],[0.45868240712705],[0.5830768631072507]
2,"[[2172936, 2227452, 2220588, 2228076]]","[[3610624, 3610624, 3610624, 3610624]]",[9883980.152359515],[22103062.581731137],[35350538.07605979],[40501256.3127554],[40601576.1986682],[87971861.11813751],[218142942.02850118],[3134678356.621343],[9391520023.758451],[16267238858.32962],[217543439.1610978],[70543806.65109672],[31321804.523705278],[26254000.78583223],[0.8728257168883561],[0.06959021539409953],[0.4615291262753245],[0.5773272345447571]
3,"[[2054556, 2106620, 2098571, 2109296]]","[[3616768, 3616768, 3614720, 3612672]]",[9703294.40807573],[21039903.004324965],[34251871.42505105],[38964656.48614354],[38665464.23574223],[84015165.88363177],[217287245.58763263],[3141144381.1285],[9388166295.330078],[16316093972.1865],[216645743.72582307],[66948448.381567135],[29698229.9756273],[25666177.72541415],[0.8790497469734289],[0.06917454889786669],[0.46022005466604954],[0.5753930022304218]
4,"[[2422288, 2480033, 2472475, 2486687, 2479377]]","[[2887680, 2885632, 2881536, 2885632, 2881536]]",[15498950.408410504],[30398650.17400466],[48555187.40408279],[58318294.39770295],[58131981.93687118],[117757417.167796],[266830164.90872863],[3761795397.3762817],[11293843039.399061],[19619901759.086967],[266383397.47997344],[95044618.31227344],[45631669.50703537],[37064124.6116172],[0.8325892913287137],[0.07093159960130557],[0.493658771863493],[0.5756319872584639]
5,"[[2266231, 2319824, 2318819, 2324600, 2322203]]","[[2885632, 2885632, 2885632, 2887680, 2885632]]",[14683892.950836552],[28614597.137005318],[46644456.60344428],[53087481.72548529],[53150300.78422661],[112672227.36090873],[266354894.96007892],[3743672241.1468854],[11197848435.451624],[19650367264.542336],[265483147.69639623],[89988494.82237904],[41303846.61742912],[35330699.721130475],[0.8786338151175109],[0.07114802733865407],[0.4717249496983579],[0.5698544095741829]
6,"[[2133051, 2185884, 2184014, 2188740, 2187251]]","[[2887680, 2885632, 2885632, 2885632, 2885632]]",[14065022.086584587],[26849685.6599086],[44800633.48742603],[49822564.282826625],[49784359.69764564],[106402391.97793119],[263769142.7254743],[3711270343.1725197],[11060392276.460274],[19525533581.021793],[263187126.28166658],[85094009.9505192],[38516139.57313766],[33877797.94781501],[0.8992036867694582],[0.07107246800565746],[0.46788759888002673],[0.5664578758150112]
7,"[[2009205, 2050801, 2056832, 2059980, 2057651]]","[[2891776, 2893824, 2891776, 2891776, 2889728]]",[13638865.665284188],[25386947.03961246],[43072235.01169395],[47257023.22570696],[47010201.50291943],[100614061.71875937],[261545497.8490358],[3684273838.878141],[10940174227.85244],[19511919949.371693],[261068757.66661316],[80176924.59204099],[36230502.13281617],[32566042.70052239],[0.9114462162793072],[0.07098970089820365],[0.46723291655121035],[0.5606918363871581]
8,"[[2322963, 2323188, 2321293, 2320706, 2318720, 2312254]]","[[2406400, 2408448, 2404352, 2406400, 2404352, 2408448]]",[23701655.728293754],[32980564.34198809],[67188595.05641213],[81201920.65396994],[81220383.93092501],[131539333.99438134],[296323411.1221263],[4685675201.652433],[14221009861.896318],[22804738505.454746],[296073966.1438259],[105825880.04241824],[67331812.32304366],[54155806.430448666],[0.8274261805053412],[0.06324027986780345],[0.6174608116412869],[0.6235989006624542]
9,"[[2181331, 2229328, 2227212, 2233265, 2229306, 2214969]]","[[2406400, 2406400, 2404352, 2406400, 2404352, 2406400]]",[23027391.84089278],[31698959.62716441],[67108687.79693532],[78168105.41392453],[78172361.58654314],[127662760.56494877],[301146852.62677246],[4205319665.1551633],[12577756512.749306],[22816489084.849606],[300318758.7770829],[102432809.56903286],[64616127.18556008],[54077624.396662295],[0.8585175173630455],[0.07161093010884372],[0.6123348832549548],[0.5512573150924027]
