,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,[[8121771]],[[31283200]],[702148.9154374745],[34929228.42073695],[34777278.635848194],[76695665.74824357],[149237601.34483084],[1733151037.2343931],[5870456091.979199],[6572704524.762429],[149208970.83422664],[0.02010204482560569],[0.08610767217551381],[0.4534451627293507],[0.8931568534478411]
1,[[8063004]],[[31252480]],[807831.6947338298],[34656319.13293606],[34505189.98183991],[75410216.23555455],[147640627.63994288],[1724508479.8256373],[5841444114.291147],[6575709748.070301],[147613866.43846604],[0.02330979500838267],[0.08561316419555712],[0.45756651690346617],[0.8883366720992163]
2,[[7883932]],[[31166464]],[1248729.5884355344],[33914342.385713406],[33757636.20069014],[74027169.68377462],[144437686.13381785],[1704671625.0880623],[5776328645.874401],[6599357309.052005],[144411571.59584698],[0.03682010325406068],[0.08473050410888155],[0.45601684280101806],[0.8752865431231164]
3,[[7514945]],[[23103488]],[1908269.5919905263],[32867812.76544902],[32706909.620682966],[73762592.09605242],[142616623.08426383],[1656254056.1081479],[5613166048.403635],[6604820443.152885],[142590819.5897153],[0.05805891635103017],[0.08610793891088375],[0.44340781270393226],[0.8498589926426716]
4,[[6986240]],[[13037568]],[2784222.0215710416],[31055832.378026333],[30906955.275873683],[67727391.69203113],[131982059.39428523],[1591023092.591431],[5391072929.661514],[6607025019.750384],[131957998.10619661],[0.08965214609868348],[0.08295420727006239],[0.45634350450720557],[0.815960725673957]
5,[[7896768]],[[31270912]],[1111328.200759203],[35103240.183217324],[34949960.209250405],[75550874.55136752],[146673980.73569524],[1702214125.526317],[5765773841.163687],[6581603145.26933],[146645092.20476884],[0.031658849580800896],[0.08616658652761697],[0.4626016630090457],[0.8760439841025605]
6,[[7794464]],[[31250432]],[1279523.7929906393],[34717584.51966734],[34562783.992536515],[73435823.22293575],[143474579.2282912],[1692290109.4159756],[5733028296.974562],[6584556395.694927],[143448846.3195042],[0.03685520783468664],[0.08478131404892839],[0.4706529112856971],[0.8706779853420185]
7,[[7560240]],[[31193088]],[1782100.6998182512],[33738182.05260184],[33580879.0129107],[72627343.40267524],[141458501.93651083],[1663663288.0928938],[5637648561.956472],[6602296184.983386],[141432200.5053173],[0.052821479741846915],[0.08502832451070605],[0.46237239914896494],[0.8538921011721711]
8,[[7184796]],[[23115776]],[2564695.9528000504],[32476708.486079384],[32329831.6978486],[70121121.13560307],[136153875.00562057],[1613269539.967018],[5468078464.626164],[6613673377.668697],[136127086.8475161],[0.07897031664706311],[0.08439623487120704],[0.46105697077101576],[0.8267838691716052]
9,[[6789489]],[[13015040]],[3167999.0502434247],[30452024.833087698],[30309694.57034303],[64496020.49573715],[126306700.88015284],[1535946316.2685819],[5205800888.05664],[6507374741.203702],[126282625.60555248],[0.10403245983174263],[0.08223379915191406],[0.46994673992864944],[0.7999848011048609]
10,[[7025676]],[[31258624]],[2796438.5584765994],[32255851.077320542],[32103938.24786653],[68149487.50359158],[133126354.34342247],[1596054176.7293968],[5408712153.338693],[6607740445.934297],[133096792.06262463],[0.08669554406650914],[0.08340967135352662],[0.47108113976902033],[0.8185418597467219]
11,[[6975334]],[[31281152]],[2936962.554549965],[31921365.062758278],[31765857.022702973],[68590449.19855331],[133467137.30314097],[1590475122.4257011],[5390518325.506781],[6616661808.838917],[133443624.46076888],[0.09200617043712937],[0.08391651992618694],[0.4631236184318934],[0.8146885062654732]
12,[[6739868]],[[31178752]],[3452919.985731736],[30460007.28278674],[30302857.667941432],[64514133.127499074],[126956591.1444443],[1544577355.013624],[5236265968.857122],[6556258685.099392],[126932276.9412775],[0.11335913198165963],[0.08219503589920524],[0.4697088250113195],[0.7986667732860729]
13,[[6374294]],[[23107584]],[4152842.6136909258],[29431710.940368533],[29281438.71822038],[62739110.69778199],[122462492.12760776],[1497820658.2667403],[5078533928.201025],[6588985879.724449],[122439474.42203109],[0.14110095815037674],[0.08176045072667101],[0.46671746527091856],[0.7707610884140199]
14,[[6104692]],[[13039616]],[4019982.2805299014],[28816590.088812165],[28673916.0402432],[61167861.17830195],[119725067.94784136],[1483051637.4534514],[5027146979.428157],[6561986546.444849],[119704212.02671601],[0.1395023584726852],[0.08072885995623276],[0.4687742139071995],[0.766101384671653]
15,[[5930621]],[[31264768]],[5166381.552555511],[27487590.797833353],[27332138.727030717],[58361131.8342886],[115099499.8955737],[1443265863.4524941],[4895399739.154913],[6574082895.593984],[115078242.65675284],[0.18795323280797455],[0.0797493398896303],[0.4683277700068938],[0.7446513554667616]
16,[[5910934]],[[31256576]],[5095314.746553427],[27454937.527789343],[27300063.370329354],[58379943.49475104],[114815989.32367146],[1448713918.1053948],[4914220926.41324],[6581603718.996455],[114795762.97724369],[0.18558828412543463],[0.07925373525355923],[0.46762743737125934],[0.7466601053827269]
17,[[5808186]],[[31135744]],[5338986.199106309],[27002954.60176692],[26852274.19948316],[57404796.7243266],[113149413.26814683],[1443471112.835298],[4896303541.3249035],[6619470591.739934],[113129596.4973932],[0.19771859331115402],[0.07838702989067528],[0.46777056503544573],[0.7396820445784178]
18,[[5554287]],[[23101440]],[5901218.1887884615],[25851265.469927803],[25697941.82153059],[54673025.41009728],[107727127.35549074],[1388720883.0042932],[4712594034.06876],[6551893868.774657],[107705457.30189425],[0.22827579545973162],[0.07757291524445067],[0.47002962848265156],[0.7192720346903474]
19,[[5187680]],[[13025280]],[6540317.134002901],[24634067.25351227],[24486710.35463431],[52624458.2297765],[103252710.63794966],[1344629587.7300782],[4563120478.528506],[6598739907.864753],[103232154.8003928],[0.265498874655804],[0.076788962239225],[0.4653104502799231],[0.6915139166327681]
20,[[5317699]],[[31240192]],[6486096.045750439],[24700891.71231402],[24543777.16188392],[53010322.79275453],[104715505.11942717],[1355098235.0219688],[4599712636.130659],[6550036349.150321],[104695834.33204962],[0.2625855018228737],[0.07727521327465202],[0.4629999567789573],[0.702242306903738]
21,[[5311586]],[[31217664]],[6586581.097535465],[24697008.985477116],[24543361.63258028],[54124030.17179264],[106326575.22952238],[1358012643.1493144],[4609195031.359792],[6594003394.241521],[106308402.87905589],[0.26669549747536847],[0.07829571820697084],[0.45346515318017344],[0.6989979767655196]
22,[[5214741]],[[31172608]],[6755818.786569197],[24377171.355946362],[24225090.536708828],[53920955.07474022],[105214872.02130568],[1356336775.946694],[4603578681.133525],[6601599619.054622],[105191361.57907186],[0.27713710864657964],[0.07757282253728463],[0.4492704274827895],[0.6973429088074229]
23,[[5059079]],[[23142400]],[7148761.969737816],[23748298.771060925],[23599604.711006925],[49917222.2941999],[99152040.3655028],[1322313086.9529457],[4489779491.545842],[6583536337.9088125],[99133806.83012193],[0.3010220664079364],[0.0749837851139948],[0.47277479848371023],[0.681970792155143]
24,[[4773672]],[[13021184]],[7598292.423062339],[22931768.648155503],[22785036.562848046],[49991322.49155932],[97661574.26053628],[1293535534.1056328],[4391233904.989267],[6614971719.732635],[97644276.94679345],[0.33134349729598817],[0.07549972280279162],[0.4557798319237331],[0.6638326044373102]
25,[[5069617]],[[31262720]],[7030684.287179639],[23914778.895234417],[23761212.80428505],[51490420.79263262],[101869906.30688462],[1345649791.7042851],[4568289333.484009],[6618989427.481137],[101852023.46889074],[0.29398909845579496],[0.07570313385763237],[0.4614686079179385],[0.690179276388794]
26,[[5047892]],[[31238144]],[7075801.331868554],[23623261.96352045],[23474185.15301875],[50830482.34565549],[100636380.37190616],[1334335974.2260551],[4529793891.261555],[6581830715.219077],[100618659.38729621],[0.29952685377638194],[0.07542057046785201],[0.4618131497039611],[0.6882270430911227]
27,[[4971573]],[[31174656]],[7143796.049765079],[23033678.85771021],[22884957.878385775],[50085892.13103103],[98900341.341929],[1310826781.039194],[4451211069.806013],[6510110136.026105],[98882376.55092822],[0.3101456824980344],[0.07544882571251942],[0.4569142507937331],[0.6837382128412219]
28,[[4778135]],[[23113728]],[7684871.514046883],[22794808.254926413],[22641531.725199033],[49139170.767433174],[96709108.76626179],[1298075761.423363],[4408076980.475735],[6588063251.1157465],[96690889.9975459],[0.3371325359749858],[0.07450189861046211],[0.4607634066996636],[0.6691005857797719]
29,[[4600115]],[[13023232]],[8082114.0719920425],[21883991.814078882],[21736422.60177155],[46245352.36094909],[91645582.44629115],[1255906395.7647603],[4265760155.298569],[6559932048.037126],[91628000.45484078],[0.3693162628032278],[0.07297166632429268],[0.4700239373703293],[0.6502750522507283]
30,[[4900659]],[[31250432]],[7346701.352553309],[23209017.12827887],[23056048.184633177],[49257860.163640976],[98017867.7201295],[1324745638.0679247],[4497955215.427211],[6615912089.789764],[98000257.88556911],[0.31654513036666987],[0.07398995316797846],[0.468068407925923],[0.6798692537600123]
31,[[4898376]],[[31258624]],[7351257.812079256],[22962456.218865678],[22810993.144264333],[48927425.602701835],[97650529.24322388],[1316466396.803465],[4469053328.248046],[6579939403.3618145],[97632705.6616081],[0.3201424857171661],[0.07417624139919624],[0.4662209969822054],[0.6791936907450429]
32,[[4821128]],[[31137792]],[7638836.180884699],[22634849.243206166],[22480308.477370977],[48403985.29957472],[96352133.98071055],[1306171907.0508173],[4435404461.096773],[6595390647.566766],[96335130.4008433],[0.33748120426194095],[0.07376680930021098],[0.46443094175488253],[0.6725006444816313]
33,[[4652608]],[[23121920]],[8043020.778764538],[22243260.753901336],[22093242.587330353],[48165016.82473978],[94873367.38712421],[1281262349.6977408],[4352842769.499799],[6604685266.906697],[94857385.11789885],[0.36159360211401737],[0.07404679253199435],[0.4586989488184346],[0.6590537767651193]
34,[[4506380]],[[13021184]],[8459449.471765129],[21561852.29541678],[21419038.462396402],[47072951.77231894],[92584312.2730247],[1247223983.7154777],[4235128620.2251825],[6612419948.872096],[92567588.87678884],[0.39233407945955007],[0.0742323058904113],[0.4550179594854254],[0.6404808909554487]
