,hotspot,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,l2_rqsts.all_demand_miss,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694317295,[[734956]],[[29407232]],[3626386.5440892666],[6436789.6489868555],[1011226.6647902604],[2986193.871223531],[2829086.063461168],[17028033.833515946],[57527992.19982395],[1822833274.7129705],[6720611442.720126],[6597775280.517544],[56825932.268394746],[12679087.121025711],[0.33863396296367426],[0.03155965660594083],[0.1661428495574594],[1.018617815396851]
1,1694317310,[[888037]],[[29423616]],[1726714.5414959807],[4786407.649584926],[964800.1148432181],[2670537.4881988983],[2479308.6638714806],[15980973.847351734],[41790097.337832935],[2128231385.500103],[7913609459.635226],[6619226011.71882],[41660417.0339923],[11096383.31562087],[0.36127563050759204],[0.01963606853209379],[0.15514127534113548],[1.1955490635347399]
2,1694317324,[[602748]],[[29450240]],[1760311.115958911],[4461354.324364837],[798298.2348567941],[2630091.9464718834],[2551158.206083225],[15243940.041722747],[39759813.184276335],[1948192207.3414857],[7150128356.620371],[6578603089.951343],[40159522.32245881],[10232276.646126136],[0.3035248390945667],[0.020408568022419516],[0.16735556549689196],[1.0868763868034568]
3,1694317338,[[1160676]],[[29423616]],[2173133.5185944405],[5561822.725346968],[1217242.2547075087],[3084405.0735981567],[3037433.048211799],[16003339.277392652],[42258736.63329735],[2137689235.4160786],[7946445086.595264],[6568999499.331822],[42143934.91075361],[12246972.07990765],[0.3946440968881942],[0.019768419063527786],[0.18979995334490424],[1.2096887946792432]
4,1694317353,[[945100]],[[29448192]],[912205.986054367],[4029356.685742209],[1031923.5576994678],[2896805.0084031136],[2818101.2448826795],[15050860.676956778],[37255077.01351906],[2021080771.7464454],[7398857471.255934],[6570550101.245347],[37347647.45955141],[10345518.560769182],[0.3562281736968978],[0.01843324499165187],[0.18723854438419318],[1.1260636259136954]
