,index,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,0,[[4220495]],[[31434752]],[7495823.058781871],[15104954.111728527],[15039240.802840149],[30311770.30642261],[60388544.33202453],[988007070.5247748],[3296989339.062183],[4666004354.925546],[0.49624931021548735],[0.06112157102271492],[0.49615184632266623],[0.7065979986884929]
1,1,[[4249639]],[[31477760]],[8843391.112403195],[17702881.37800923],[17622500.89111437],[35423949.40946456],[71019050.88286111],[1152607394.052658],[3845801719.611806],[5522505430.439282],[0.49954529568212447],[0.061615994526247615],[0.49747419993790964],[0.6963871322632443]
2,2,[[4067443]],[[31397888]],[9338089.958780486],[17168340.077004243],[17084412.980508804],[33818228.75688859],[67878468.31269827],[1113351030.4007628],[3716009631.0441437],[5459273486.0222645],[0.5439133845728154],[0.060967714996648166],[0.5051835536191055],[0.6806784163787519]
3,3,[[3955986]],[[23072768]],[9446319.841962457],[16958254.852924567],[16877481.4225835],[32991724.626469802],[66389704.61540131],[1100513826.7913961],[3672342505.0802264],[5486444273.322077],[0.5570337233334699],[0.06032609768199266],[0.5115671161077291],[0.6693483651947493]
4,4,[[3668099]],[[11937792]],[9501660.514455764],[15957841.249145601],[15878488.764064027],[31351931.874788422],[63306911.79120488],[1055377490.4194218],[3521894683.755677],[5469953551.619605],[0.5954226744149678],[0.059985088147034314],[0.5064596602046292],[0.6438618994694891]
5,5,[[3603451]],[[9531392]],[8876662.00616367],[15910892.70111625],[15838538.383140212],[32954511.540306665],[65513160.563718215],[1066077854.7010956],[3557504465.077607],[5482157625.622184],[0.5578984267514364],[0.06145251050364107],[0.4806182110685541],[0.6489241477572176]
6,6,[[3488343]],[[8105984]],[9459213.828194933],[15396383.294208478],[15320558.120902611],[30463447.159777254],[61523659.19655231],[1035038165.9714606],[3453729378.3141985],[5522776669.520964],[0.6143789516953064],[0.05944095707698639],[0.5029161027164147],[0.6253610430011773]
