,hotspot,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,l2_rqsts.all_demand_miss,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694319525,[[737136]],[[29429760]],[3284751.5090416223],[6073683.564289209],[936576.6203902817],[2766710.7191397846],[2662313.185241386],[17025966.17831992],[57422807.49484835],[1823819153.2544973],[6732707286.193394],[6591095645.650726],[56398581.018557735],[12287771.895841328],[0.3385162799678163],[0.031484924035577073],[0.15636781826992308],[1.021485295944099]
1,1694319539,[[986971]],[[29435904]],[173157.45813256517],[3331710.4119797368],[1136492.6315246534],[2968968.4584073536],[2826131.4673250173],[18043140.653243184],[44683976.792489395],[2265540418.3786807],[8465178681.820297],[6592254932.784605],[44836923.76586298],[9699336.29484556],[0.3827904026081514],[0.01972331918247885],[0.15663190359362583],[1.2841097269647852]
2,1694319554,[[614055]],[[29446144]],[1985695.4838473313],[4667186.140953888],[825313.1046385001],[2683165.509555094],[2496638.2350906287],[15621588.764874281],[41345982.79179296],[1962491667.41953],[7205749960.559674],[6563052513.739365],[41460968.37222764],[10448131.199300762],[0.3075893386745824],[0.021068106162284283],[0.1598197387390207],[1.0979266043468128]
3,1694319568,[[1313768]],[[29435904]],[186542.44364178093],[3683319.5679015857],[1348518.7980824418],[3331465.8071943047],[3291671.2899491396],[17595881.63505419],[46736855.15520762],[2320678324.2406564],[8661814476.906021],[6568369460.843068],[46204184.57967346],[10506646.620938716],[0.40478242195081626],[0.020139307833842192],[0.18707055197459008],[1.3187160875378428]
4,1694319582,[[1007104]],[[29417472]],[168879.66578412132],[3300119.2950713052],[1131751.6798934285],[2705575.7676779064],[2664094.68729777],[17026248.653089266],[42210092.07152281],[2101417808.4646595],[7714328634.339317],[6564882258.204881],[42009838.56282985],[9629688.460339459],[0.41830345075302333],[0.020086482517421133],[0.15646985672409952],[1.175090173886644]
