,hotspot,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,MEM_LOAD_RETIRED.L3_MISS,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1695223397,[[815887]],[[28459008]],[3191999.9420417794],[7199341.935542787],[1158998.9607092577],[2748446.827928922],[2733845.9228187664],[16074921.241900994],[59308234.68817777],[1895988794.9011376],[7012584266.406667],[6496945135.689875],[58092530.79137019],[14563209.878223812],[2536816.493497203],[990945.415593014],[0.4216923350787963],[0.03128089936379096],[0.17006900884171713],[1.0793663975834142]
1,1695223412,[[958259]],[[28479488]],[598226.6213360507],[3313088.9240362165],[1225286.0079063645],[3130164.278572848],[3074084.7422676245],[16950673.57240806],[53665257.56320732],[2200992727.793832],[8210075981.144932],[6571391689.757933],[52776243.72638769],[15301665.201875878],[2703936.454264709],[971814.3065587855],[0.3914446332078825],[0.024382296627121876],[0.1813547248807595],[1.249366400414242]
2,1695223427,[[626036]],[[28446720]],[1461295.7013697592],[4441930.607766642],[837473.5785706394],[2396207.5175867635],[2364621.391564457],[14659672.972405124],[45456870.18445689],[1964939997.7369854],[7219696090.786623],[6547135738.453109],[44918124.125023],[13344733.920859713],[2235019.8503951496],[673762.6928844533],[0.3494996040301487],[0.023133973676961846],[0.16130110105563344],[1.1027258910157283]
3,1695223442,[[1266071]],[[28452864]],[1010972.1846899401],[4410933.983784876],[1330562.7719738241],[3305499.9713967736],[3252754.7808210757],[18703029.31746068],[57875535.25517333],[2252505986.3624387],[8387792163.918174],[6582007434.239732],[56783973.36409858],[16991101.691364095],[3034286.4553582165],[1087847.2934806591],[0.4025299602140311],[0.02569384303774316],[0.17391593231286792],[1.2743516697177695]
4,1695223457,[[990051]],[[28481536]],[377080.8308758375],[3354634.5318072555],[938893.703973424],[2852700.02134923],[2710837.8696119348],[16574359.014669806],[46667570.423195176],[2079085759.9165862],[7616619600.64033],[6588498705.930635],[45996852.74289174],[14947717.706829883],[2691317.587246792],[744641.2275812032],[0.329124582657436],[0.022446197902422024],[0.16355612106704084],[1.1560478252479935]
