,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
10,[[7036315]],[[31262720]],[2762698.0534726093],[32179755.419749115],[32027878.778236657],[67797113.17793931],[132954997.61205237],[1596566051.4703934],[5410751734.276133],[6596510746.467252],[132923966.58416177],[0.08585205255404481],[0.08327560108747425],[0.47240770700924617],[0.8202445114144398]
11,[[6956412]],[[31240192]],[2842305.892722855],[31243043.079880506],[31091734.37931095],[65010632.90553219],[127858742.03871584],[1560446065.729383],[5289465051.963268],[6475563636.232348],[127834088.99561763],[0.09097404133956485],[0.08193730295891526],[0.4782561404146113],[0.8168346956498781]
12,[[6739861]],[[31188992]],[3381958.094370292],[30756654.36792439],[30605315.50775278],[64480187.86458175],[126864784.72592136],[1563665896.1980705],[5301423097.086073],[6604856319.321104],[126842372.52414851],[0.10995858177270675],[0.08113292298206606],[0.47464681045949525],[0.8026553252306012]
13,[[6390932]],[[23105536]],[4082014.450490578],[29710940.36221961],[29560295.871886652],[62252323.89705582],[122616049.35055777],[1516032091.0077147],[5140081922.431617],[6619113335.478684],[122592947.18620649],[0.13739095433281076],[0.08087958696774962],[0.4748464638969837],[0.7765514294611929]
14,[[5978272]],[[13019136]],[4893531.683891728],[27994974.48616212],[27842442.177245487],[59207847.74306768],[116078743.84705247],[1456348734.669194],[4939250617.539975],[6624335837.438584],[116057301.73145738],[0.174800362340412],[0.07970532131743807],[0.4702491855145233],[0.7456220123419683]
15,[[5986528]],[[31287296]],[4959261.6703497935],[27863163.626477763],[27721944.269704532],[58776092.74121503],[115944836.06693515],[1464301437.6080334],[4966478975.279837],[6613281384.962769],[115924179.13532957],[0.1779863096966173],[0.07918098902937187],[0.4716534049270908],[0.7509855828261868]
16,[[5926233]],[[31285248]],[5068352.05436291],[27241233.695746876],[27099954.18012109],[58009685.38213908],[114343941.14756171],[1436974686.1036193],[4873071855.658042],[6531695329.078292],[114323050.5399922],[0.18605442436897499],[0.0795726899390324],[0.46716257813846107],[0.7460653949922824]
17,[[5803263]],[[31219712]],[5438081.469799531],[26850805.20720858],[26706940.243477102],[57423816.09010514],[113359417.18953732],[1434562174.8301795],[4866674671.376942],[6603244341.534102],[113338704.79877615],[0.2025295490333966],[0.0790202189758395],[0.46508473420802576],[0.7370126591811517]
18,[[5510056]],[[23105536]],[6032857.083237081],[26031351.74305325],[25880841.83705552],[55127682.32289142],[108447232.3234269],[1398111270.379464],[4744004009.715782],[6625418175.532756],[108427462.49556881],[0.23175350795400068],[0.07756695380475193],[0.46947088552476046],[0.716030880471075]
19,[[5243484]],[[13021184]],[6366281.231525779],[24919053.11478192],[24778646.135319576],[53640607.13159382],[104633118.32000269],[1354937808.8391235],[4596256003.022606],[6593704053.628505],[104614085.68203607],[0.25547845667335234],[0.07722355789130256],[0.4619382117456531],[0.6970673790694767]
20,[[5364687]],[[31305728]],[6386382.547663503],[25194514.130334448],[25045810.531676598],[53829586.942554146],[106104156.06361066],[1382268529.36137],[4690781695.678017],[6614494865.670886],[106084119.01851083],[0.2534830604244213],[0.07676088531989689],[0.46527963438406067],[0.7091670325459156]
21,[[5328867]],[[31303680]],[6496748.51709859],[25026472.894773897],[24877202.456460107],[54056848.23329231],[106643881.35695918],[1378805587.3822832],[4679302199.441671],[6626413957.485857],[106624325.77279124],[0.25959505138477823],[0.07734511836395064],[0.46020445641036906],[0.706159052160553]
22,[[5225194]],[[31184896]],[6744094.998600598],[24485596.417997304],[24331998.33108219],[54569917.48315402],[106178916.09149796],[1363087560.2069886],[4626566099.376211],[6618651927.1001835],[106160232.02076337],[0.2754311099256533],[0.07789588812282491],[0.4458866616133988],[0.6990194000733982]
23,[[5041888]],[[23113728]],[7102300.861351009],[24014748.46720341],[23866392.90219935],[52352734.71609339],[101995367.62691362],[1336404121.3593917],[4536428253.163923],[6624561953.04409],[101977374.62753235],[0.2957474599848721],[0.07632075208146158],[0.45587671841071464],[0.6847891657318358]
24,[[4763040]],[[13021184]],[7666697.284658239],[22818611.167991497],[22673884.29578158],[47635471.49537965],[95166420.2170449],[1288247822.1627882],[4373030249.75479],[6598835843.869552],[95148560.65331282],[0.33598439572924566],[0.07387275847070619],[0.47598740148884233],[0.6626972322424752]
25,[[5048740]],[[31260672]],[7000166.772339194],[23714528.82636427],[23561324.920356046],[50150524.63463353],[99714922.17055231],[1337343313.7444534],[4539671650.951047],[6578590396.447737],[99695681.09543133],[0.2951847293106184],[0.07456194766574828],[0.46981213241555586],[0.6900675338294885]
26,[[5048864]],[[31223808]],[7014642.268095519],[23739218.68401488],[23590660.46360355],[51569127.96844399],[101899493.84048979],[1341068106.6168807],[4551893864.618523],[6601606557.596102],[101880146.67932567],[0.2954874952484819],[0.07598383209451767],[0.45745703666036525],[0.6895130488170204]
27,[[4961791]],[[31160320]],[7307541.821185691],[23294370.044728495],[23146586.61888053],[50762311.9558084],[99824453.25917605],[1325561009.6717257],[4500209456.599701],[6599494897.31667],[99805702.64616974],[0.31370420437016217],[0.07530732462016027],[0.4559797559857203],[0.6819021041185241]
28,[[4775835]],[[23105536]],[7746915.499178791],[22781747.494914763],[22635452.735736653],[49266621.51473151],[96703192.10312156],[1295731080.9229586],[4399585640.156221],[6601992831.063413],[96686434.23819837],[0.34004922146152405],[0.0746321466906846],[0.459448040880341],[0.6664026685178269]
29,[[4565612]],[[13021184]],[8067122.31716347],[21576253.006862856],[21438244.29583197],[46574428.79089019],[91631523.06532596],[1235777930.8449628],[4197024322.4542065],[6484372988.747842],[91613551.58047436],[0.3738889377408359],[0.0741488586081748],[0.46030074554613165],[0.6472521444613365]
30,[[4923511]],[[31205376]],[7201102.742885135],[23043123.929913606],[22903271.07433303],[49547326.8862882],[97877161.48752238],[1316736071.0540154],[4469870822.5703945],[6554814312.552971],[97857952.93347062],[0.31250549034877034],[0.07433316640985925],[0.46225038793508183],[0.6819218073058531]
31,[[4900677]],[[31246336]],[7372914.243722752],[23072449.23519487],[22927210.701879386],[49652495.7258864],[98507182.92455983],[1320923096.733347],[4484398117.620275],[6602828925.727463],[98489762.95818053],[0.319554901543615],[0.07457450260970443],[0.4617534399167422],[0.6791631538638128]
32,[[4847308]],[[31160320]],[7524134.215136963],[22683362.21345557],[22539937.540289324],[50660352.01339786],[99112122.50671071],[1307173355.2658403],[4437999409.047427],[6583157469.4426],[99094156.07058711],[0.331702775996484],[0.07582171263470577],[0.4449226395886139],[0.6741445012742792]
33,[[4652855]],[[23109632]],[8038006.0986938095],[22316758.964985598],[22167827.174356256],[46666491.64620393],[93104236.89651057],[1283979251.5469248],[4360878908.994341],[6618176826.262641],[93087420.53645419],[0.360178021876081],[0.0725122596680122],[0.47502664958014884],[0.6589245079837158]
34,[[4490668]],[[13021184]],[8287150.049240728],[21276182.18854751],[21135984.41420385],[46577188.50812389],[91348623.23753776],[1232745338.32066],[4185995385.3607726],[6508005402.63449],[91332287.34164914],[0.3895036231500929],[0.07410177949809149],[0.45378403229549497],[0.6432071159108519]
