,hotspot,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694231371,[[501149]],[[29390848]],[640098.4000517227],[2271258.162644852],[2164975.794387334],[14078585.184296098],[43226519.32021252],[1425060600.7028496],[5285895464.493099],[6528411674.411887],[43212387.7845144],[0.28182547038436884],[0.03033310955259931],[0.15377793762985842],[0.809675573188984]
1,1694231385,[[563419]],[[29431808]],[675281.4713747848],[2307953.410753212],[2206353.744613356],[13906503.752071165],[40313401.1098452],[1528113873.4423885],[5758509720.500615],[6525114465.711623],[40302629.2953903],[0.2925888660613835],[0.026381149867470956],[0.15865625062552136],[0.8825147437275795]
2,1694231400,[[429044]],[[29343744]],[538388.1796165345],[2155051.1509263157],[2050531.9951421048],[12837666.468351137],[37449203.14218477],[1539578772.5648687],[5738642525.816189],[6597811694.678204],[37446857.72626341],[0.24982617205402136],[0.024324317670213192],[0.1597277823191082],[0.8697796771685647]
3,1694231414,[[678684]],[[29446144]],[777155.5714271611],[2425762.703083165],[2324100.471532553],[14693084.130883496],[41767826.58788768],[1482132642.123256],[5565363046.2113],[6536824471.910222],[41759875.675187394],[0.32037576076150803],[0.02818089650063467],[0.1581764897573485],[0.8513863375292626]
4,1694231428,[[656548]],[[29419520]],[694882.1500007374],[2401673.716116147],[2304066.7709483174],[13265801.932177344],[36977503.0473181],[1564841428.2711136],[5832481848.1432705],[6584874396.558017],[36972838.159890726],[0.2893324540039777],[0.023630191774876522],[0.173684695635294],[0.8857392710773603]
