,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,MEM_LOAD_RETIRED.L3_MISS,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,"[[2422420, 2492616, 2485045, 2495468, 2494324, 2478683, 2483186]]","[[3729408, 3729408, 3729408, 3741696, 3731456, 3731456, 3729408]]",[21840726.89835062],[42358354.67345573],[66938964.27303347],[77618960.96653791],[77675142.17388426],[162848944.410401],[370263326.7583923],[5044736767.1701565],[15023758926.888542],[26238879369.420597],[369908975.99701077],[131390561.18468255],[61005944.405566394],[50689146.0322413],[0.8624047969656711],[0.07339596570587595],[0.47697663902648685],[0.5725762413618007]
1,"[[2263292, 2327184, 2323276, 2329203, 2328103, 2312300, 2315552]]","[[3717120, 3719168, 3717120, 3719168, 3719168, 3717120, 3717120]]",[20939917.535042595],[39351673.601556756],[64941409.0947256],[73036820.19686207],[72821481.69733956],[153520990.06941226],[363582542.8829983],[4962429525.109532],[14722821095.996176],[26096759991.919476],[363522546.5317101],[123609360.69785918],[56805277.92421611],[48869126.65176418],[0.8891598637465835],[0.07326704410476705],[0.47434218385651633],[0.5641627964756892]
2,"[[2131568, 2188495, 2184688, 2190700, 2190541, 2177651, 2178271]]","[[3717120, 3719168, 3717120, 3719168, 3717120, 3717120, 3717120]]",[20274765.041640367],[37241724.075756416],[62456704.808886416],[69518389.27085951],[69385036.82128975],[145404879.95986962],[362585167.4206272],[4968547569.678906],[14689516547.061338],[26177512779.81488],[362534202.84512717],[116240596.58608127],[53651731.64980323],[47088402.118407354],[0.8984199067895667],[0.07297608855218414],[0.4771850631178222],[0.5611502005793393]
3,"[[2014871, 2067048, 2062161, 2070247, 2068164, 2057196, 2058936]]","[[3723264, 3725312, 3725312, 3725312, 3725312, 3723264, 3723264]]",[19454135.52497279],[34914090.01136776],[59562537.546982706],[65422384.91522554],[65225386.58410932],[138774756.10593784],[360314060.45325917],[4909789596.126255],[14459856236.449389],[25935045670.513],[360057004.1320595],[110821987.7499093],[50268991.434998184],[44993142.82065546],[0.9104305448993332],[0.07338686381541505],[0.47000901615217094],[0.5575411904089919]
4,"[[2367352, 2424216, 2415103, 2423160, 2421520, 2410439, 2412720, 2419228]]","[[3256320, 3254272, 3256320, 3254272, 3256320, 3256320, 3256320, 3254272]]",[25792263.699808918],[44807294.86619369],[80352406.95073879],[93219646.27362128],[93038142.166101],[173545277.40958434],[398733811.064631],[5770824856.477333],[16928713454.859716],[29290778068.89308],[398528084.2900959],[139654388.84016874],[75147449.72531925],[62959659.65904989],[0.8619685888410887],[0.06909476911555913],[0.5361029902676153],[0.5779536963833021]
5,"[[2218440, 2271032, 2265247, 2270620, 2271645, 2259333, 2260860, 2268772]]","[[3262464, 3264512, 3268608, 3280896, 3284992, 3287040, 3289088, 3284992]]",[25005497.963658627],[42468599.41740415],[78533422.45608038],[88160300.2581612],[87716802.08862145],[166378374.75042537],[400050925.83515835],[5762092408.633515],[16854897298.576466],[29463257478.08672],[399817098.31583244],[132435753.30045636],[68627721.60440144],[60209380.74713099],[0.8908025746975647],[0.06942806492234489],[0.5272127595921068],[0.5720649629835495]
6,"[[2089948, 2141975, 2135408, 2138549, 2140424, 2130447, 2132580, 2135420]]","[[3254272, 3254272, 3256320, 3256320, 3260416, 3260416, 3262464, 3266560]]",[23720759.837057915],[39694409.71280767],[74365646.12944959],[81770948.72719048],[81408179.52650228],[157596393.4267304],[396170335.86079574],[5680485117.009678],[16558550100.00354],[29201684569.19681],[395843646.4582374],[124855148.56653088],[63560953.17577042],[57058740.76313845],[0.9094384654573724],[0.06974234201837815],[0.5165611836437775],[0.5670409205594327]
7,"[[1977515, 2025804, 2018037, 2025192, 2024045, 2012132, 2015039, 2020176]]","[[3270656, 3272704, 3272704, 3272704, 3274752, 3266560, 3268608, 3270656]]",[22963266.68561886],[37744582.62896111],[71588257.12712045],[76940209.92691936],[77052070.82585683],[149928422.3444389],[396581218.3689529],[5686454954.6730995],[16525647805.69673],[29296852000.382355],[396309557.17389345],[118800911.70510118],[60317748.62075508],[55118374.28076949],[0.9304401066115834],[0.06974138044354761],[0.5139257094884973],[0.5640758879309303]
8,"[[2295898, 2353808, 2349232, 2352773, 2356273, 2339520, 2346552, 2355676, 2361767]]","[[2904064, 2904064, 2904064, 2897920, 2897920, 2897920, 2899968, 2897920, 2897920]]",[32672885.845812757],[48141864.442073286],[103080554.01564185],[120825066.87973386],[120992067.65641914],[188012781.6920608],[428882085.04146916],[6195649686.137381],[18155591822.022934],[32335853687.217007],[428610706.0579905],[150795282.88345695],[100596782.8675657],[83285170.41865546],[0.8531388119838209],[0.06922310117066216],[0.6435310757466882],[0.561469383107711]
9,"[[2188932, 2240528, 2232700, 2239521, 2241373, 2228188, 2234460, 2240456, 2246468]]","[[2904064, 2902016, 2902016, 2908160, 2908160, 2908160, 2908160, 2908160, 2908160]]",[29735554.01663503],[46900633.91026406],[89726730.10000391],[99596098.11265846],[100011477.98279528],[182918464.43942374],[439794330.6468429],[6317646539.877608],[18445245203.417206],[32701543497.316547],[439769768.3822528],[145963653.4222839],[79996993.72097148],[70038795.64873286],[0.9009060776508456],[0.06961363347424039],[0.5467544148114999],[0.5640481528014358]
10,"[[2071644, 2123435, 2117272, 2121121, 2124272, 2110108, 2117056, 2121052, 2129331]]","[[2893824, 2895872, 2895872, 2895872, 2895872, 2902016, 2902016, 2904064, 2902016]]",[28104396.835947823],[44331002.92742998],[84804164.57074295],[91379652.41409805],[91584937.35372531],[174730456.48986933],[441085783.92465776],[6286924383.485814],[18288390659.099064],[32517509466.75934],[440959598.0329008],[138518933.35996947],[71937553.56918097],[65121636.15736943],[0.928042100515359],[0.07015923160826944],[0.5241498202062748],[0.5624167089977837]
11,"[[1961112, 2008151, 2001403, 2005675, 2008199, 1994924, 1998396, 2004980, 2011244]]","[[2902016, 2904064, 2902016, 2895872, 2895872, 2895872, 2904064, 2904064, 2904064]]",[27338096.479356494],[42207461.420905344],[80925091.49538727],[86219362.8506195],[86276175.57553259],[169300357.4170439],[445223089.72869533],[6308287741.520927],[18294325778.475582],[32764360821.195644],[445006766.74601424],[133711735.96536845],[67910678.61336784],[62911143.01995204],[0.9385953319510736],[0.07057748599485288],[0.5096042140242224],[0.5583605271078803]
12,"[[2264668, 2317680, 2312112, 2316977, 2318729, 2305745, 2311481, 2311729, 2321472, 2312973]]","[[2607104, 2609152, 2607104, 2609152, 2607104, 2607104, 2609152, 2607104, 2607104, 2607104]]",[37973859.87215286],[52378119.7715685],[114365426.44479536],[130070303.6691084],[130067222.24153377],[204047228.75127363],[463294959.536967],[6952946865.169819],[20493508687.77829],[35619839910.1646],[462755021.26525253],[162697826.31794792],[107306816.73123153],[91776687.03700842],[0.8792585487901575],[0.06663289228597484],[0.637436847525536],[0.5753397190853234]
13,"[[2125866, 2179028, 2172719, 2179787, 2179321, 2162104, 2167235, 2172375, 2183043, 2176121]]","[[2613248, 2611200, 2611200, 2607104, 2607104, 2607104, 2613248, 2615296, 2613248, 2613248]]",[38249714.97241711],[50271619.81628934],[113428900.88246357],[127065948.32403593],[126805788.14925227],[197655809.10167304],[472265281.7122585],[6786573150.684381],[19819281332.465237],[36133149704.33895],[472104278.14982975],[157218942.3459223],[104789562.03049341],[92087408.92101815],[0.8926774039666711],[0.06958818113743219],[0.6415485015369524],[0.5485068834197228]
14,"[[2024072, 2059991, 2054077, 2057900, 2059588, 2045656, 2049336, 2052654, 2061978, 2053466]]","[[2609152, 2611200, 2613248, 2619392, 2621440, 2621440, 2623488, 2625536, 2627584, 2629632]]",[36401068.17067325],[47075479.15547548],[108190648.93948786],[120226230.09854306],[120185099.39317864],[187672128.64119864],[470896661.57589394],[6681865322.995379],[19427960613.429546],[35636935884.450165],[470914274.23044336],[149023266.88003752],[98829045.80290094],[87403031.89300473],[0.8998922186182643],[0.07047383310096379],[0.6403992977718859],[0.5451636099249136]
15,"[[1936227, 1987243, 1980112, 1985108, 1986957, 1972464, 1974630, 1980282, 1986081, 1982008]]","[[2615296, 2615296, 2615296, 2607104, 2607104, 2609152, 2607104, 2607104, 2607104, 2607104]]",[32828208.049240418],[46423977.55452487],[92620916.3415637],[98772154.16526505],[98754433.33871228],[184785337.4145588],[486743220.94390434],[6877035071.399739],[19921060663.073597],[36137204311.860306],[486430335.5935358],[146432516.7222565],[79081223.4381479],[73083967.33812018],[0.937722955668162],[0.07077806291379483],[0.5344278648968803],[0.5512618101598817]
