,hotspot,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694227308,[[459325]],[[29464576]],[1638350.4917930095],[3306799.729084948],[3194094.8920269767],[14104769.189792622],[40554408.99778149],[2098976484.018698],[5872557940.171267],[6583581696.345931],[40551447.95034032],[0.49544896153912865],[0.019321040186279774],[0.2264549564085379],[0.8920004658605053]
1,1694227322,[[479744]],[[29446144]],[2804726.994668508],[4477947.190947223],[4267393.962067112],[15010492.336831978],[37527836.38463076],[2079155969.9969337],[5967680604.118582],[6598745457.066889],[37520414.83338329],[0.6263421329172089],[0.01804955324476504],[0.28429407019488623],[0.9043659348501658]
2,1694227336,[[286464]],[[29429760]],[2505962.0902183293],[4101579.7010931033],[4002626.589750961],[12864700.162115391],[32018495.950529248],[2349538131.5581813],[6047998004.042594],[6577438394.279015],[32018521.891442798],[0.6109748616003904],[0.013627570253262935],[0.31113252072038916],[0.9195065983898957]
3,1694227351,[[659985]],[[29405184]],[3225435.0911435946],[4992569.193317554],[4892428.607658218],[15828991.605390297],[41248036.78822032],[1913986132.7119853],[5828189043.038107],[6605912162.46048],[41250353.51547938],[0.646047148522402],[0.021550854566419832],[0.3090802452628873],[0.882268625392576]
4,1694227365,[[624812]],[[29433856]],[1937363.38410815],[3594379.8117260854],[3494049.7221335983],[13988268.591228392],[37524862.82023412],[1878421977.2714279],[5869602602.444899],[6544110302.76596],[37522844.38520478],[0.5389979594776863],[0.019976801418572766],[0.2497842888379058],[0.8969290447265275]
