,hotspot,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,l2_rqsts.all_demand_miss,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694317055,[[737012]],[[29435904]],[3643766.663107787],[6469458.265620472],[977879.3421848676],[2780453.642292621],[2736931.0095974403],[15620697.192161791],[55997698.52726925],[1812580610.6021602],[6682262723.108048],[6577467732.812099],[55045255.312580444],[12768681.62179414],[0.3516977687779602],[0.030893907945239562],[0.17521183439691715],[1.0159324218001364]
1,1694317069,[[887508]],[[29431808]],[1754498.3938806534],[4739384.723469107],[1040283.1066885539],[2786161.2118968475],[2700562.4787459187],[15384989.74004101],[40524440.016986184],[2108355024.741125],[7846831197.853458],[6557334212.617784],[40620387.18742693],[11052595.490411134],[0.373375058932903],[0.01922088051653539],[0.1755322898732541],[1.1966495748766919]
2,1694317083,[[603268]],[[29407232]],[1764199.4376252044],[4442953.293874218],[763227.8285185852],[2262857.0999050983],[2360648.622044577],[14148396.287637053],[38280214.439414434],[1947537700.1664433],[7149079201.953926],[6572270008.077334],[38334818.3135163],[10266973.189468274],[0.3372850316312922],[0.019655698801693478],[0.16684920142555837],[1.0877640743864285]
3,1694317098,[[1160484]],[[29429760]],[2147437.7922083666],[5532293.323805867],[1183988.4618560916],[2997758.550922149],[3057718.139973583],[16847674.650522094],[43014966.99976627],[2125119341.104922],[7897012779.934097],[6531223374.472076],[42701160.99776088],[12068161.291591223],[0.39495791330221763],[0.02024120065530123],[0.18149199835591717],[1.209116933712655]
4,1694317112,[[950152]],[[29442048]],[915569.8545413368],[4061250.4581865105],[1019231.1705455199],[2966685.5256440146],[2826403.7902650093],[14695192.916460568],[37068322.910475045],[2040371795.0444746],[7471179125.218036],[6603362758.034472],[37152898.96166316],[10399943.162133435],[0.3435588847335826],[0.018167435464705124],[0.19233526271703869],[1.1314203685277884]
