,hotspot,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,l2_rqsts.all_demand_miss,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694302996,[[572404]],[[29419520]],[11951223.571202487],[14961302.923612453],[736775.1049512773],[2429747.945536461],[2425670.1083739954],[14269793.25667582],[48414642.843109585],[1542762543.5345209],[5734738727.062933],[6562441378.270275],[47894311.618702464],[20058592.39836395],[0.3032310846500605],[0.03138178525658914],[0.16998635262211645],[0.8738727550469171]
1,1694303011,[[582357]],[[29427712]],[8822969.795631777],[11681077.09591083],[796091.8255380407],[2643126.9720021747],[2427657.2402526676],[14453485.408080474],[42263129.82638943],[1588795144.156621],[5965439845.277935],[6568785734.52567],[42310024.257606305],[17441436.787688185],[0.3011931829120564],[0.026600742066607928],[0.16796344768822635],[0.9081495555447124]
2,1694303025,[[421445]],[[29440000]],[7182264.421738425],[9734925.357393097],[641279.6756922501],[2336480.861919171],[2196951.575439372],[13026020.289088743],[38289835.21345199],[1526618293.0815604],[5665591696.63745],[6559248100.528658],[38368403.1558823],[15283375.971437335],[0.2744639111511947],[0.025081472812802416],[0.16865869441948056],[0.8637562735553209]
3,1694303039,[[734217]],[[29446144]],[9272544.070753613],[12307051.454678578],[952337.6427913088],[2606118.74244003],[2544718.780486407],[13212960.175451765],[40292945.19171658],[1556850038.7796085],[5875179962.4631405],[6575240350.024898],[40323702.513895474],[18414539.177412216],[0.36542373426149566],[0.02588107023031044],[0.1925926322864589],[0.8935308292480736]
4,1694303054,[[654408]],[[29456384]],[6596875.697527623],[9432949.98966585],[948992.5109551924],[2358485.309679974],[2397790.554631808],[14461408.277297705],[38298959.54260931],[1561337995.9546494],[5798349537.411167],[6547756512.74462],[38362166.511102915],[15607507.195523318],[0.4023737214135807],[0.024529576326099825],[0.16580615861568532],[0.8855475193870145]
