,hotspot,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,MEM_LOAD_RETIRED.L3_MISS,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694893825,[[6128928]],[[30539776]],[417838.778566353],[9327940.937847141],[11231641.661171371],[16644539.98532432],[16455064.52053958],[48451203.68160584],[104356911.0269533],[1642896328.5551646],[5367601490.825112],[6468071154.1251545],[100525295.13038698],[41613969.25132531],[13163938.606023422],[7229742.120340961],[0.6747943572531555],[0.0635200829249703],[0.3396213771833832],[0.8298612311031561]
1,1694893864,[[6098336]],[[30527488]],[589292.2246226311],[9380423.107863262],[11685966.922078038],[16873649.670964777],[16591810.35702336],[48366472.83695267],[104955456.20535253],[1647482419.0440445],[5367131806.591158],[6551295627.670028],[101210144.54525961],[41363542.96922501],[13116158.463907424],[7496915.28003126],[0.6925571616072241],[0.06370657130669302],[0.3430436288574465],[0.8192473842765635]
2,1694893878,[[6079670]],[[30443520]],[648776.748762343],[9308279.129357308],[11290071.526408384],[16775885.739143878],[16519950.93245098],[48050226.191262394],[103691517.87376861],[1633389229.9444926],[5339994813.444836],[6514068949.380754],[100092344.24978279],[41274443.511688024],[13109826.978389194],[7396747.150369948],[0.6729940643351419],[0.06348243025778513],[0.34380589316466154],[0.819763323805848]
3,1694893893,[[5987528]],[[23089152]],[838102.5599123326],[9195734.383497214],[11809179.088240126],[16537652.511946715],[16413303.630140213],[48656456.35952986],[104025700.4521921],[1617518414.3283732],[5282384813.562353],[6549690814.712045],[100395500.65616448],[41987335.4786257],[13237979.09175443],[7570970.444741793],[0.7140783179299018],[0.06431191109214401],[0.33733043583897376],[0.8065090342428006]
