,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
10,[[6999460]],[[31264768]],[2788972.1356378626],[31939674.988356825],[31792080.85910577],[68090228.48906668],[132590822.09979104],[1586472597.0833216],[5376449633.286801],[6577469563.731693],[132566787.23594274],[0.08731999109742176],[0.08357586657566916],[0.4669110614632562],[0.8174039546959911]
11,[[6969575]],[[31215616]],[2909844.223644115],[31634301.19709762],[31485213.62969966],[68441576.01439324],[132436488.18556759],[1577980279.5842013],[5348238687.454391],[6561811367.392949],[132411818.02959614],[0.09198383126955517],[0.08392784745096096],[0.4600305174602982],[0.8150552321621036]
12,[[6705228]],[[31145984]],[3478553.626794782],[30645451.118449356],[30490220.556431416],[65768254.192813426],[127971547.64293316],[1555277538.6784964],[5272627939.814581],[6607424083.523859],[127948823.28716771],[0.11350962377253447],[0.08228212936944315],[0.4636008805561866],[0.7979853984190755]
13,[[6372875]],[[23123968]],[4117389.738182776],[29483853.87288874],[29334588.456840586],[61820743.7770102],[121209057.57233538],[1505075306.753093],[5103914782.063499],[6598475092.124316],[121187965.97475499],[0.1396489670561295],[0.08053355006788353],[0.47451044203951304],[0.7734991359072241]
14,[[6112098]],[[13017088]],[4596010.409359407],[28182051.979336843],[28036871.946464937],[59573078.266110204],[117160261.58646192],[1459132322.1812713],[4946762077.541673],[6587625821.0340805],[117140109.62319852],[0.1630828873897903],[0.08029447350691121],[0.47062990133270466],[0.7509172821787811]
15,[[5955146]],[[31250432]],[5028025.414583346],[27714008.152881127],[27564271.372574244],[58355616.74436732],[115311748.17028382],[1454172442.9423366],[4931254864.3151245],[6595460666.363148],[115291312.64811489],[0.18142541442749183],[0.0792971622656835],[0.4723499280852831],[0.7476740615654834]
16,[[5910771]],[[31277056]],[5121506.779516071],[27417097.958417658],[27266326.298513614],[59500806.99707582],[115730635.21260805],[1445519639.1275957],[4903331061.380879],[6583409812.650103],[115708995.75940628],[0.18679974034026656],[0.08006161388609992],[0.45825136959661106],[0.7448011290378838]
17,[[5756278]],[[31195136]],[5491827.384664608],[26755815.64741289],[26609994.334115844],[57390270.39769826],[112664500.18579645],[1430853856.615253],[4852836152.846799],[6609770703.279388],[112644109.21772003],[0.20525733384605793],[0.07873934830235509],[0.46366734552244043],[0.7341913011353178]
18,[[5487872]],[[23117824]],[6088051.193636441],[25903829.766257223],[25751906.946614932],[55334745.778403305],[108690417.19930016],[1389672610.9799085],[4715341682.5537815],[6607554019.128515],[108671475.32563885],[0.23502513908452416],[0.07821296637821668],[0.4653840292271784],[0.7136289266653166]
19,[[5370058]],[[13021184]],[6130538.604532274],[25233545.165458485],[25091899.745990086],[53475440.62140672],[104910056.6290955],[1370008872.201127],[4647657044.044062],[6609869039.088332],[104892227.05201426],[0.24295193419449448],[0.0765761877589461],[0.4692228704319561],[0.7031390511006389]
20,[[5357779]],[[31211520]],[6336348.094546908],[25225120.761854034],[25077397.245713525],[53381346.21445978],[105408209.86774467],[1384533699.2927434],[4697999571.347258],[6620606187.172378],[105389707.961504],[0.2511919825624331],[0.07613264301301585],[0.469778284439755],[0.709602631319436]
21,[[5335059]],[[31236096]],[6396495.901892638],[24939431.530619908],[24793566.577338617],[52813561.472323835],[104425002.67063382],[1371447259.45227],[4653673387.389746],[6589222520.924094],[104409198.18621422],[0.256481223079973],[0.07614219354839732],[0.469454547016893],[0.7062553089703668]
22,[[5236200]],[[31172608]],[6642469.760636666],[24471154.64073901],[24320710.90738081],[52337132.26707949],[103591495.28000225],[1360325191.8797042],[4616385012.99223],[6593991992.326794],[103573313.8852428],[0.27144079869359483],[0.07615200828329806],[0.46469322742543057],[0.700089569166017]
23,[[5007788]],[[23107584]],[7001742.6565622315],[23422888.294261012],[23275618.968908463],[49034838.5302288],[97355740.88559909],[1303509763.8627777],[4425420393.346431],[6473958476.402742],[97332466.38261302],[0.29892738114102574],[0.07468738906649867],[0.474675142542982],[0.6835725637532074]
24,[[4791132]],[[13029376]],[7583628.940594847],[23003136.54492477],[22856998.060136627],[49106205.736897334],[96934953.37025051],[1296029916.857522],[4399094606.633556],[6627923305.725197],[96917428.09149328],[0.3296780387224211],[0.0747937621727809],[0.4654604793251696],[0.6637214107220614]
25,[[5064004]],[[31320064]],[6989722.320609664],[23903123.39590704],[23753198.970611144],[50869920.9358945],[100816043.07405104],[1346799844.9235244],[4571119647.864708],[6624298654.796229],[100797845.41465351],[0.29241878581468234],[0.07485599545771829],[0.4669399624297542],[0.690053375621139]
26,[[5034777]],[[31244288]],[7057153.965096138],[23674780.120172847],[23523435.487004507],[51485710.75385619],[101456811.32807253],[1336334679.4495642],[4536209218.512349],[6596795676.884407],[101437477.88291503],[0.2980874132420291],[0.07592170800346404],[0.45689250750496135],[0.6876382778395753]
27,[[4957200]],[[31156224]],[7322780.7227011295],[23304775.271371994],[23154250.18828179],[51465093.06083849],[100544767.70495975],[1325407765.378452],[4500488935.798113],[6612395427.000999],[100527325.11540306],[0.31421803632221956],[0.075859497983438],[0.4499020367243955],[0.6806140052394408]
28,[[4770705]],[[23115776]],[7744126.715677107],[22746736.42421646],[22594857.2696406],[48119910.274719216],[95243586.50654435],[1293871940.7523663],[4394467644.544562],[6589207608.04555],[95221937.5196773],[0.34045001319101814],[0.07361129297785196],[0.4695531878726563],[0.6669189841854174]
29,[[4546683]],[[13023232]],[8278481.815725894],[21999235.518074296],[21854711.42547982],[46702595.59129964],[92268216.47415502],[1261438990.9765768],[4282908582.5819],[6623509028.832134],[92251873.28986974],[0.37630770437110855],[0.07314520728642065],[0.46795496371835915],[0.6466222909847936]
30,[[4913587]],[[31209472]],[7312277.026076342],[23285393.626831368],[23140520.21116768],[49114986.50542441],[97948947.89957476],[1328498175.263661],[4510685393.882062],[6628844490.001588],[97932521.36175478],[0.3140284911331938],[0.0737290797408399],[0.4711498843354455],[0.6804632995517718]
31,[[4913911]],[[31270912]],[7381251.697446671],[23096316.55555623],[22949379.681586426],[51096219.10377666],[99664906.91465046],[1319505526.4403656],[4479256983.305019],[6609068465.681128],[99647223.35683522],[0.31958566551907513],[0.07553201174042583],[0.44914046643991656],[0.6777440733992138]
32,[[4829428]],[[31141888]],[7589222.669013268],[22716353.76828819],[22562223.98861681],[49538823.35715789],[97689020.60029595],[1310476171.0673404],[4449452724.130744],[6611362110.19682],[97671894.0715498],[0.33408630392117544],[0.07454467525398147],[0.4554452944098193],[0.6730009111538868]
33,[[4648039]],[[23126016]],[8000429.826208689],[22164304.137685314],[22010595.235032015],[46772166.41245505],[93051161.58246763],[1276432829.0161014],[4334899986.205473],[6577723705.646676],[93032738.74387892],[0.3609601175164256],[0.07289937979281937],[0.47059174127052555],[0.6590273748476481]
34,[[4473782]],[[13023232]],[8401798.590564854],[21570096.04968823],[21419418.420155123],[46550858.68801409],[91405328.21201466],[1249910176.5147474],[4244628704.0085974],[6602396649.517773],[91388553.88335821],[0.3895114129863271],[0.07312951756812598],[0.46012939446958456],[0.6428921086282535]
