,hotspot,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,MEM_LOAD_RETIRED.L3_MISS,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694831917,[[3950433]],[[21176320]],[430254.49591864937],[10630886.300287804],[650850.8017151637],[28014418.56154086],[27937772.446740758],[57360762.440939985],[96043176.09465984],[1397070760.1682703],[4613741836.721601],[6475835674.103018],[92741646.28325318],[50387200.9587641],[24564669.05297396],[422086.0727358261],[0.023232707838836738],[0.0687461070927373],[0.4870537150810392],[0.7124550511947109]
1,1694831931,[[3546618]],[[21436416]],[464325.7760012579],[9872752.846726792],[739783.8816827291],[28438931.481648903],[28420412.62731218],[55963397.62595973],[93130846.53339374],[1346696399.2774184],[4449598127.3583],[6567558530.084596],[89945492.83952054],[49914652.5085753],[25480435.998291567],[610175.8468299115],[0.026013068815897582],[0.06915504235651325],[0.5078392991302016],[0.6775117582851578]
2,1694831945,[[2960801]],[[21557248]],[494952.7591014235],[8480545.229272246],[1991644.9951879205],[26712447.945924267],[26672733.754453816],[50037991.16887936],[82384259.81479584],[1228687851.7982793],[4063383092.194598],[6466857128.231966],[79901515.99738225],[44417969.27753541],[23835863.879334487],[1435635.3489250273],[0.07455868512012587],[0.06705060174088978],[0.5330496515024501],[0.6283397037573837]
3,1694831959,[[2419805]],[[21622784]],[531623.1584409839],[7329962.971389965],[3335284.4387288312],[24802912.416696828],[24798144.49823051],[45174696.92128283],[74227747.42431183],[1149943688.2287014],[3817271268.5341],[6551395142.532826],[72232560.38150994],[40287690.74861396],[22142882.871720456],[2512386.711572487],[0.1344714839408772],[0.06454902808210325],[0.5489388128367838],[0.5826653995805708]
