,hotspot,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,l2_rqsts.all_demand_miss,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694283509,[[505080]],[[29440000]],[11645382.899620332],[14543915.592657575],[641175.2766002025],[2066459.924657012],[2096153.2613100037],[12313775.23941743],[42062289.648958504],[1439855021.621385],[5364455489.176204],[6582976786.362854],[42035105.00424593],[19479995.41105207],[0.31027714060635553],[0.02921286450186714],[0.1702283191429417],[0.8148981324511259]
1,1694283523,[[562967]],[[29384704]],[8679621.33416682],[11487733.869328871],[736870.4228960986],[2248394.110560925],[2157162.273094301],[12087507.862959277],[38471279.66171547],[1551264720.4343295],[5853484923.8179],[6566440889.479042],[38565036.64072445],[17207517.678078324],[0.3277318773585764],[0.02479994494488608],[0.1784621195328995],[0.8914242924498927]
2,1694283538,[[429429]],[[29419520]],[7897401.530590582],[10595422.073663624],[557738.1398793089],[1964486.313314882],[1846307.4578371162],[11157769.01388883],[35587523.76942132],[1546292723.7556026],[5766008426.231873],[6578698967.973301],[35660421.89697402],[15997908.89843044],[0.2839104228413683],[0.02301473920344597],[0.16547281589526475],[0.876466373412463]
3,1694283552,[[681724]],[[29431808]],[8636856.70706007],[11641051.335947685],[779584.8592435523],[2616129.0205586716],[2384588.7998660277],[13447673.074045876],[40628191.92307616],[1500808337.008347],[5650386719.177024],[6583673103.652469],[40636516.98265576],[17728460.31522036],[0.29799174777590776],[0.027070873023042247],[0.1773235255449736],[0.8582422957850566]
4,1694283566,[[656493]],[[29417472]],[6554652.483390536],[9449948.375014467],[753342.1041261099],[2332960.6139409174],[2281251.674450651],[14386356.525902474],[38711083.99773266],[1572371921.493175],[5854125695.6746435],[6537795993.142852],[38891845.730424516],[15424528.185863055],[0.32291248280164425],[0.024619546729740233],[0.15857049492296973],[0.8954280160798419]
