,hotspot,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,MEM_LOAD_RETIRED.L3_MISS,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694893985,[[2811083]],[[8763392]],[1526814.1106128665],[8212438.848455645],[7170682.209380436],[13535098.687583748],[13454548.727532014],[33049039.64508443],[76527448.38261516],[1390386180.452515],[4395122862.846815],[6587751239.304656],[74335413.89358641],[26495229.78214491],[10054239.399795175],[4310536.39577428],[0.5297842575731176],[0.05504042650776963],[0.40710861410864585],[0.6671658815263226]
1,1694894000,[[2577692]],[[8763392]],[1568424.3835608358],[7672023.828760212],[7111388.137044728],[12487740.949232105],[12527318.155765338],[32391391.659613494],[76371364.39397101],[1359942093.5527136],[4299843931.212318],[6547609148.007396],[74210854.14667],[25874509.09074649],[9345969.971558029],[4315045.80489826],[0.5694695434470892],[0.056157806097801126],[0.3867483770814563],[0.6567044296651199]
2,1694894015,[[2404432]],[[8763392]],[1520406.8506404273],[7228474.250217898],[7255767.342415659],[12164846.304422073],[11941987.586669592],[29815749.09405139],[73313002.47815068],[1347625743.7275953],[4250403191.646137],[6529390981.642437],[71498584.18900086],[23745054.469770387],[8610166.121612016],[4226307.332375562],[0.596453679795206],[0.054401604317355585],[0.4005261631696574],[0.6509647229881413]
3,1694894031,[[2230136]],[[8765440]],[1718016.0488694364],[6954170.737515297],[6887619.276299882],[10993431.772925537],[10937173.873099556],[29480713.92384489],[74349561.81060216],[1333560405.267149],[4195031391.218093],[6561595759.273088],[72356904.12530881],[23862139.012409683],[8312172.5448033465],[4437575.067730817],[0.6265213100482971],[0.05575267645690777],[0.3709941998471496],[0.6393309714774063]
