,hotspot,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,l2_rqsts.all_demand_miss,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694304315,[[770132]],[[29431808]],[4222666.176047615],[7084301.549878128],[1076300.2128889489],[2770959.809571288],[2668762.9997773767],[16189087.789873866],[58512967.35447559],[1878117330.428141],[6929584881.442783],[6606919443.456548],[57410112.61095498],[13499368.772750884],[0.3884214448622659],[0.0311551181635371],[0.164849498280358],[1.0488375014630762]
1,1694304330,[[919040]],[[29419520]],[327985.7760027722],[3244809.4316877415],[1218245.1380524915],[2855752.936126319],[2738071.0960254665],[18041221.282573797],[54592145.69702179],[2152980159.4018297],[8014074032.7666445],[6585341021.925074],[53891364.177894145],[9737295.287026824],[0.4265933241777483],[0.02535654843758027],[0.15176750249553214],[1.2169565715860093]
2,1694304344,[[610560]],[[29444096]],[1806368.6373939102],[4431178.781188206],[750525.5290371501],[2270373.5122090876],[2224633.396556004],[15979186.303949682],[47170955.870599955],[1961692225.68756],[7196225232.537179],[6593037863.818402],[46629010.956210524],[10291016.662091244],[0.3305735928476738],[0.02404605332728321],[0.1392206933594689],[1.0914885339926497]
3,1694304358,[[1215244]],[[29442048]],[1046616.721733265],[4401531.096168501],[1484134.831528404],[3556785.3784376984],[3280692.743740623],[16902291.575992078],[54521741.14787989],[2198967021.4166107],[8178533820.11818],[6555436324.078337],[53456148.65651796],[11159240.455879206],[0.4172685932993526],[0.02479425139934845],[0.19409751210306306],[1.2475956466967961]
4,1694304373,[[967317]],[[29437952]],[272791.5489456215],[3219917.622595799],[1266565.2768430435],[2948428.402615518],[2861220.7256090934],[16948301.739606056],[46293033.63848785],[2025518847.6673806],[7408233234.800216],[6493247014.874186],[45901789.9850423],[9598632.156246353],[0.42957301446407437],[0.022854901445029573],[0.168820497154755],[1.1409135087314646]
