,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,[[8123364]],[[31270912]],[667783.568103516],[34954026.126001954],[34804232.13744457],[79011451.57694833],[151617233.05314586],[1737105281.89034],[5884271914.435719],[6585496494.217145],[151587571.21793184],[0.0191046251924255],[0.08728154512785434],[0.44049604763366657],[0.8935198613502892]
1,[[8069739]],[[31279104]],[727960.3474140103],[34669217.165901735],[34516371.679304],[75669765.58162637],[147368121.78386554],[1733779055.2114289],[5872959354.821825],[6582631515.861823],[147340347.1943027],[0.020997311359253368],[0.08499821320421619],[0.4561448210391316],[0.8921902039739065]
2,[[7889672]],[[31176704]],[1145104.6357585294],[34014554.80872404],[33870795.59067815],[75612007.73529884],[146782150.76882145],[1714360819.1341503],[5807446401.575974],[6612128614.842191],[146755772.47334874],[0.03366513665099722],[0.0856191702065116],[0.44795524686042487],[0.8783020929962021]
3,[[7559587]],[[23101440]],[1722736.117817152],[33038855.70456667],[32892241.700663816],[71403685.34686132],[139390225.80649796],[1667104118.3785462],[5648873649.926283],[6598633671.222551],[139362808.71992669],[0.05214272955521984],[0.08361218970658608],[0.46065187729290863],[0.8560671695659833]
4,[[7023764]],[[13023232]],[2782058.6192746134],[31022893.873194106],[30874408.803918518],[68237010.1158482],[132329315.15001918],[1593642495.2945676],[5400860246.263642],[6611258642.561492],[132305986.09928228],[0.08967759844217826],[0.08303575961405292],[0.45245840565848394],[0.8169186138769957]
5,[[7893004]],[[31277056]],[1044957.6589051746],[35402702.52355312],[35253113.17397638],[76583156.34884518],[148521098.79250112],[1722845030.0445704],[5835962551.909706],[6637813240.719805],[148494233.08050698],[0.029516324585954226],[0.08620688233848801],[0.4603246308286687],[0.8791995707424957]
6,[[7814707]],[[31246336]],[1196702.129703227],[34866061.930904016],[34717132.95765758],[74284013.37863073],[144846679.8832063],[1703983064.583413],[5772019400.024497],[6615121100.36562],[144821046.23579112],[0.03432283611710428],[0.08500476494971398],[0.46735672156944413],[0.8725493173065987]
7,[[7523136]],[[31191040]],[1731051.0358691262],[33817045.03640267],[33671085.717561364],[71919042.17184255],[140538420.07287118],[1673345774.0215015],[5669757221.530321],[6631605136.671339],[140513346.48391253],[0.05118871367991261],[0.08398647921709536],[0.4681803970234761],[0.8549600141567224]
8,[[7205000]],[[23121920]],[2377513.8823148394],[32549670.37489723],[32404113.073520023],[68889279.12930144],[134562086.8329714],[1619284967.4785135],[5487157761.688817],[6597669638.870352],[134538532.32875144],[0.07304264082958001],[0.08309969494900342],[0.4703796219539365],[0.8316811938204781]
9,[[6659787]],[[13017088]],[3441352.3010564838],[30614982.14551368],[30474444.850861944],[64259900.73106051],[126122406.56921096],[1551803676.621292],[5259986900.046317],[6628840842.822169],[126100115.30330114],[0.11240745739127532],[0.08127471823227954],[0.4742373471506452],[0.7935002551376577]
10,[[7059199]],[[31254528]],[2665774.8610941553],[32256992.20396246],[32108641.945339333],[67064707.98595351],[132045214.7929874],[1606209736.7021039],[5443897067.376179],[6608235483.71895],[132020004.59296905],[0.08264176784488575],[0.08220919832306882],[0.4787710691600176],[0.823804944722171]
11,[[6977679]],[[31258624]],[2837212.413940562],[32082381.10767393],[31942778.15404926],[68202920.96597037],[132590047.48045327],[1601374782.6168551],[5426549558.045521],[6635640146.694551],[132567467.31905746],[0.08843521945638619],[0.08279763670549617],[0.46834912202641593],[0.8177884029393424]
12,[[6747336]],[[31137792]],[3367171.1803288595],[30736706.450987123],[30590455.91614397],[66433291.34469338],[129254762.45895538],[1559786390.969918],[5287757217.702638],[6598345035.216547],[129231270.47882463],[0.1095488609262077],[0.0828669638402097],[0.46046876945210247],[0.8013762829135082]
13,[[6391402]],[[23107584]],[4036945.7101032464],[29608833.26355265],[29465438.378586836],[61636734.94082387],[121640297.45660968],[1509642441.5344796],[5118576015.27856],[6592990024.1618],[121618944.00712092],[0.13634261350894136],[0.08057556816763055],[0.4780499552235527],[0.7763664128900771]
14,[[6178944]],[[13017088]],[4400093.451343732],[28624108.358048636],[28486989.70683495],[59907849.70824766],[118120188.8766759],[1482192309.658445],[5025114789.25556],[6640777710.195245],[118100351.8979877],[0.15371984329798336],[0.07969289012428854],[0.47551347353589085],[0.7567057667870375]
15,[[5988704]],[[31277056]],[4888974.480072151],[27780004.674207665],[27639629.572692405],[58397298.01073493],[115309560.90527466],[1460570599.1604252],[4953876715.501925],[6587893104.915125],[115283149.12071095],[0.1759889725508692],[0.07894829662568702],[0.47330322659126334],[0.7519667724732684]
