,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
16,[[5973292]],[[31250432]],[4922049.657046813],[27613054.91586851],[27465608.64170034],[58820395.82815535],[115587649.03170393],[1457608359.9233866],[4943536394.862612],[6582048021.787987],[115567568.52827813],[0.17825081911593338],[0.07929952393918717],[0.466940221244711],[0.7510635562819428]
17,[[5797923]],[[31150080]],[5328438.815578524],[26962679.34797257],[26822686.937921677],[57679352.18367838],[112973882.39369522],[1440486142.9572554],[4886960661.805321],[6601231114.171449],[112953934.21728984],[0.19762274909000058],[0.07842760789198899],[0.46503100195205965],[0.7403104931918]
18,[[5538989]],[[23121920]],[5783491.9494935535],[26058442.471610874],[25918086.057782605],[54214840.45336601],[107199597.1522968],[1397278895.396206],[4740494428.647759],[6574930202.24001],[107180492.96293877],[0.22194311712199702],[0.07672025785653892],[0.4780625718169653],[0.7209953996215386]
19,[[5324170]],[[13021184]],[6203102.946876914],[25114812.37459113],[24976109.94174624],[53064363.54642283],[104408179.87265569],[1364530107.813701],[4629383894.157394],[6597209294.797221],[104389605.06594235],[0.24698981837318626],[0.07651584913721121],[0.4706757656651462],[0.7017185126760008]
20,[[5377250]],[[31260672]],[6231621.179636778],[25248845.50853784],[25101927.225259863],[56491789.757487476],[108834535.93827355],[1387531152.4438903],[4708185071.347557],[6607901512.371277],[108815759.90648499],[0.24680816307143905],[0.07843754408438383],[0.44434646756669327],[0.7125083602612597]
21,[[5348607]],[[31236096]],[6323554.735893994],[25015380.53785469],[24870473.525221393],[53718799.720467046],[105721034.69383693],[1377855951.096698],[4675810823.95706],[6594533909.581449],[105700892.3541814],[0.25278666963809854],[0.07672865556786888],[0.4629752275672246],[0.7090434120239183]
22,[[5263068]],[[31176704]],[6569529.323268595],[24607363.570545185],[24462868.325999733],[52749422.4946074],[103888652.04125382],[1369922696.194108],[4649233872.719571],[6605637818.059632],[103869556.35094187],[0.2669741235965753],[0.07583541197607369],[0.46375613550083106],[0.7038281541880321]
23,[[5052824]],[[23154688]],[7005824.3605698915],[23917577.94832875],[23778301.542449538],[50665305.64253207],[100058005.91437991],[1332301816.7391496],[4522068122.430423],[6592475353.632328],[100039531.00159019],[0.2929152933338481],[0.07510160585029825],[0.4693211901299246],[0.6859438799325733]
24,[[4789730]],[[13023232]],[7487088.30662105],[22951050.4931675],[22811397.08345126],[49449660.24506114],[97070097.05526662],[1292528451.9313576],[4388009150.926406],[6581462945.523841],[97051867.71150573],[0.3262198525008669],[0.07510093639348507],[0.4613054360819311],[0.6667224577950046]
25,[[5053312]],[[31266816]],[7062652.886645362],[23456697.174072493],[23322284.805117726],[50709010.11516976],[100263528.99846631],[1314350377.2375572],[4459641938.087116],[6538699974.393021],[100244909.77219157],[0.30109323722062453],[0.07628371455197183],[0.459923882405679],[0.6820380129921926]
26,[[4972848]],[[31172608]],[7058784.227993232],[22968050.585134093],[22829678.338814847],[50468955.31109357],[99282238.11946587],[1292393809.2779148],[4386890915.508187],[6442520112.914604],[99264361.67283674],[0.30733057652537477],[0.07682042223255214],[0.45235091945318434],[0.6809277795988986]
27,[[5004200]],[[31186944]],[7171943.7769304],[23311279.190625284],[23175395.417738825],[49664109.18787445],[98298987.49493723],[1324981434.08425],[4496927026.842072],[6572259653.539893],[98281519.1187059],[0.3076598121571391],[0.07418895462703276],[0.46664272845544413],[0.6842284486462697]
28,[[4779488]],[[23113728]],[7696241.125241006],[22821845.466568246],[22679892.42237882],[48699418.223700166],[95958285.3111696],[1298095952.0736449],[4407911400.86286],[6595660184.873315],[95941236.17909849],[0.33723132235363],[0.07392233614000639],[0.46571177335628566],[0.6683048060862954]
29,[[4583743]],[[13021184]],[8032271.603582348],[22170149.293270115],[22036370.793908987],[47107843.28602959],[92911270.43295826],[1271765399.886444],[4317022723.031887],[6612915804.562144],[92894282.42589435],[0.36230119596084964],[0.07305692578305269],[0.4677856012237381],[0.6528168285544543]
30,[[4887848]],[[31260672]],[7240645.154669554],[22783786.187382746],[22644590.130348016],[49001721.4848165],[97092859.74659552],[1299296471.3481436],[4410170440.526781],[6507829451.117738],[97076022.55132838],[0.3177981523843168],[0.0747272557785464],[0.4621182571588753],[0.6776714838108306]
31,[[4906443]],[[31248384]],[7258728.50142596],[23033895.524930928],[22891450.21302501],[50551378.6911237],[99462529.08368859],[1318862905.8256302],[4477242436.399015],[6577138379.651608],[99445017.37672196],[0.315132474816056],[0.07541536625554222],[0.45283532923790487],[0.680728027594909]
32,[[4835352]],[[31160320]],[7525884.804880283],[22767950.525246505],[22620673.137225356],[48895313.56702288],[96440043.28823598],[1313399849.4027007],[4459956263.881934],[6594617332.765378],[96422539.96129782],[0.33054731019970895],[0.07342778616283102],[0.46263479026917864],[0.6763025114016286]
33,[[4685512]],[[23117824]],[7972360.161680298],[22461688.219021108],[22316733.621940743],[49806527.06880704],[96923237.01567554],[1290741393.5973537],[4383438560.634169],[6628561785.682405],[96906454.9206955],[0.35493147638515915],[0.07509113560350472],[0.4480684547852629],[0.6612955724577133]
34,[[4515755]],[[13023232]],[8292259.639082463],[21617578.644231826],[21479819.784424722],[46478970.39164011],[91207716.54668893],[1252927194.7894895],[4254777600.8615646],[6589683534.455122],[91191574.78110348],[0.3835887346844495],[0.07279570347422556],[0.4621406111932326],[0.6456725241227199]
