,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
10,[[7036403]],[[31254528]],[2760256.074107356],[32058074.796326637],[31915295.604904078],[67295276.69105025],[132429503.04244834],[1589172092.9199374],[5384598136.437154],[6566849003.201241],[132406283.73920178],[0.0861017416561658],[0.0833323864875597],[0.4742575879645438],[0.8199667959187493]
11,[[6963444]],[[31252480]],[2926057.9802630353],[31887814.119452868],[31739853.813010804],[66901207.59656683],[131179252.62917918],[1588033013.7816024],[5381787781.753546],[6605454965.16977],[131155835.68563613],[0.09176100843105518],[0.08260486494345633],[0.47442871292265876],[0.8147489930869926]
12,[[6704513]],[[31143936]],[3496329.389575702],[30812190.05901171],[30665788.730043977],[65440270.53515346],[127769537.8881312],[1558793102.4345756],[5284275617.185573],[6623753028.10701],[127746363.4914237],[0.11347227778614598],[0.08196696385721519],[0.46860730371783543],[0.7977766675119764]
13,[[6381919]],[[23101440]],[4085574.4584032977],[29641807.24275374],[29493616.23767111],[62954083.82042029],[123016444.12784143],[1511411070.0792055],[5124498257.467082],[6602350272.153746],[122991729.82990427],[0.13783148999466152],[0.08139178451392098],[0.468494090419982],[0.7761627369393452]
14,[[5960660]],[[13017088]],[4582167.947634758],[28224381.71993692],[28082059.566313114],[59917450.58311469],[117257554.87937659],[1461801667.3143823],[4956105513.181192],[6592923733.812165],[117237053.32184081],[0.1623478591347864],[0.08021440767323916],[0.46867914594194876],[0.7517310548829099]
15,[[6001175]],[[31252480]],[5005161.0353829255],[27825777.803287044],[27680713.27927731],[58715471.7214565],[115983087.7041063],[1459839878.0307283],[4951057646.021406],[6604753143.930389],[115962670.86513454],[0.17987497315498827],[0.07944918442737935],[0.47143814854444743],[0.7496203927880802]
16,[[5910459]],[[31248384]],[5117496.07998726],[27392422.57817397],[27244513.136181988],[58975014.037576064],[115242534.98887856],[1445203011.907829],[4901652303.716579],[6580033833.552246],[115222740.89518449],[0.18682159511020516],[0.07974141628500038],[0.4619670479234322],[0.7449281307221504]
17,[[5795478]],[[31154176]],[5433420.024418766],[26687443.480441637],[26543513.22766452],[57742198.77786713],[112872102.63717152],[1427036105.051542],[4841022293.225795],[6571750850.664718],[112851852.26190682],[0.20359462413103538],[0.07909547784924109],[0.45969003241072937],[0.7366411787714284]
18,[[5521899]],[[23107584]],[5944814.762417397],[25986611.476956893],[25843578.353319094],[54704305.15302793],[108023055.0552987],[1392926760.0415847],[4725594138.332583],[6589782664.025538],[108003850.80886994],[0.22876452236525116],[0.07755113775836553],[0.47242311699280637],[0.7171092552308596]
19,[[5309799]],[[13021184]],[6349565.010391712],[24885540.639493834],[24744523.946756184],[53097322.50874595],[104378964.18000819],[1353895170.322179],[4592745996.848623],[6582628153.551345],[104360174.35946593],[0.2551507762027412],[0.07709530727934401],[0.46602206622905284],[0.6977070388475194]
20,[[5368296]],[[31264768]],[6356917.694899063],[25244979.84517871],[25102380.39828187],[53786179.05139234],[106774166.95616788],[1385777484.5361283],[4702691786.287213],[6626147430.072691],[106755516.49275039],[0.25180918083058434],[0.07705000849534599],[0.466706890896576],[0.7097173487182163]
21,[[5329408]],[[31234048]],[6361975.479374149],[24690383.55632604],[24544251.52822472],[53662057.88360612],[105380771.3187273],[1361671188.2827256],[4621595395.6485195],[6525935429.320342],[105361391.8131844],[0.2576701761177832],[0.07739076234081774],[0.45738558110204425],[0.7081889555456183]
22,[[5239484]],[[30963712]],[6687199.117738607],[24429889.550318297],[24280831.212330364],[54816794.20364865],[106094981.15782179],[1361073161.3714082],[4620294384.650262],[6598998989.299152],[106077139.69380376],[0.2737302231336318],[0.07794950644013963],[0.4429451149975168],[0.7001507944072228]
23,[[5013296]],[[23126016]],[7188742.963455693],[23788369.075071905],[23643790.540857837],[51082702.29702278],[100653750.59023683],[1327031700.9180262],[4505284158.926027],[6604990003.470967],[100635633.40549754],[0.30219570500059445],[0.07584879134432557],[0.46285316707365837],[0.6821031003163471]
24,[[4703700]],[[13021184]],[7512776.730414167],[22807007.82603328],[22667472.956341207],[48319970.823313914],[95314802.38948186],[1271511842.7974246],[4316866346.38106],[6579397784.537822],[95296684.17842036],[0.32940650469013455],[0.07496178893606048],[0.46911189245595264],[0.6561187646270734]
25,[[5060708]],[[31240192]],[7027551.904277046],[23893560.754936118],[23750872.495440684],[51406970.94087788],[101563677.33279486],[1346306453.3147779],[4569715754.791091],[6618620113.143625],[101546167.75933217],[0.29411907150863814],[0.0754387510233886],[0.4620165720862271],[0.6904333043252164]
26,[[5042616]],[[31252480]],[7043262.835516595],[23675471.542405844],[23535038.973816793],[50277882.76432355],[100216579.38868979],[1337140407.5279558],[4539136181.15024],[6586813711.805746],[100199003.36692053],[0.29749197699827],[0.07494843385517429],[0.46809924523148205],[0.6891247239943356]
27,[[4986840]],[[31164416]],[7244738.462851974],[23281074.963874973],[23138898.6581263],[49536825.21569721],[98330011.15705669],[1325647137.7015698],[4500236058.544038],[6587479104.061789],[98313436.54666843],[0.3111857366592207],[0.0741751016243606],[0.4671049982992058],[0.6831499557652072]
28,[[4792258]],[[23105536]],[7719541.114409471],[22889184.52266703],[22746986.114428487],[48167635.866701655],[96096559.38490792],[1303688931.4393802],[4426545408.008761],[6622782962.173844],[96076623.86400922],[0.3372571489720332],[0.07371126429585421],[0.4722462646366563],[0.6683814694352908]
29,[[4607171]],[[13021184]],[7971285.12399925],[21842811.836453624],[21705245.847606815],[46741843.26243257],[92025311.04610293],[1252405018.2161214],[4251679132.1872396],[6526677554.222825],[92008926.56478323],[0.3649385978180664],[0.07347887441171412],[0.4643643539203725],[0.6514308538861953]
30,[[4917167]],[[31234048]],[7298103.071146694],[23227651.020826813],[23081990.08030453],[49622465.14772641],[98493412.50721656],[1326914030.9782028],[4505706740.867779],[6613038377.490832],[98476432.75886446],[0.31419892888019246],[0.07422742559637197],[0.465152023616507],[0.6813368505775053]
31,[[4889124]],[[31244288]],[7367778.889689274],[23008918.66792823],[22863333.953820456],[48976057.81312905],[97442374.03857024],[1315528964.230646],[4465944145.019393],[6583201311.467732],[97428081.51513237],[0.3202140437811667],[0.07407086935220539],[0.46682675116598427],[0.6783848668336873]
32,[[4838653]],[[31176704]],[7531616.657610758],[22591362.409083962],[22443720.381234482],[49696623.0539583],[97335106.08280769],[1301509418.2221267],[4418925132.267304],[6561415055.917164],[97317458.24198945],[0.33338479199387744],[0.07478632480106698],[0.45161459676779503],[0.6734713616816945]
33,[[4660584]],[[23107584]],[8008092.338452213],[22254918.474149566],[22108134.286454003],[47926572.51507238],[94611125.74788542],[1278004679.4257655],[4339471538.765704],[6594098440.370348],[94592916.96788849],[0.359834719132047],[0.07403034376243145],[0.4612917871291805],[0.658084130530812]
34,[[4510291]],[[13029376]],[8406391.053472953],[21693973.192300733],[21554897.615062747],[45642990.8731762],[91114296.50665312],[1257268219.837055],[4269986130.5849047],[6628539777.249583],[91098404.62009744],[0.3874989140512265],[0.07247005457472054],[0.47224989429275727],[0.6441820180728663]
