,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,MEM_LOAD_RETIRED.L3_MISS,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,"[[2548724, 2609089, 2603029]]","[[4810752, 4810752, 4810752]]",[6312883.935422379],[19556547.640699886],[26896688.809575226],[34839817.17412598],[34908394.62458821],[77625283.79266196],[176025466.23451754],[2577404534.8382287],[7836097575.807385],[12913664076.434921],[175176626.25540057],[62602587.184834525],[26999622.376533303],[19465391.878466006],[0.77201004457481],[0.06829562990800193],[0.44970392272998233],[0.6068066762017477]
1,"[[2373404, 2430836, 2424772]]","[[4804608, 4804608, 4806656]]",[6269530.462533373],[18467383.443092108],[26533232.850982286],[33294363.259578545],[33544178.984546363],[73780719.62174872],[173941870.84095705],[2573341602.0859165],[7805989148.935506],[13029378997.695295],[173515980.0303115],[59308719.52801937],[25642109.409939438],[19142811.107043248],[0.7969286766086109],[0.06759377406402713],[0.45464694782752396],[0.5991067686584503]
2,"[[2227136, 2279215, 2273363]]","[[4812800, 4814848, 4806656]]",[6392275.659179776],[17506114.836911816],[26170648.938004587],[31957317.39252498],[31738705.9248576],[70869989.06004077],[174355934.65416226],[2574097785.5711293],[7784736857.392251],[13095291490.36898],[173649994.88986447],[56482982.69319073],[24232084.7628014],[18964280.011053026],[0.818925087376892],[0.06773477512451102],[0.4478440923416638],[0.5944683906515245]
3,"[[2094329, 2141856, 2137424]]","[[4806656, 4806656, 4808704]]",[6385981.646509969],[16695704.999514332],[25165494.786383145],[30147034.70760751],[30043454.441499297],[66460275.820752546],[172366896.33384338],[2585074952.8160768],[7792186422.775956],[13180923798.028336],[171455017.4477864],[53113755.077697664],[23038461.545601163],[18552052.42942765],[0.8347585436000678],[0.06667771707975964],[0.45205130539223676],[0.5911714946672818]
4,"[[2479936, 2544824, 2538116, 2548047]]","[[3606528, 3604480, 3604480, 3606528]]",[10386185.629292702],[25317346.84094266],[37472910.663603954],[45889276.468838155],[45773240.90049852],[98629965.8517672],[223889794.05814347],[3214910798.7343144],[9701912245.79506],[16421717889.791824],[223159055.32891643],[79781405.87248228],[35841134.606136315],[27969041.345751245],[0.8165940617749886],[0.06964105944907932],[0.46409060882462405],[0.5907976443698394]
5,"[[2311948, 2369556, 2365132, 2372872]]","[[3612672, 3610624, 3610624, 3610624]]",[10229177.281569557],[23676283.56641945],[36655333.82943961],[43182488.982732035],[43174527.82542284],[93875615.06709191],[221358084.72268227],[3179033840.751006],[9557544001.708952],[16363089111.70895],[220697993.4219501],[75271538.81790774],[33511569.160850175],[27237052.174042605],[0.8488471760879155],[0.06963061603345161],[0.45991206336774954],[0.584091667316647]
6,"[[2173677, 2228243, 2222780, 2228228]]","[[3616768, 3616768, 3612672, 3606528]]",[9997138.193475554],[22190853.62556167],[35256453.29549199],[40660040.011363015],[40663297.54970775],[87896136.04096676],[218367348.07011366],[3143876002.732417],[9419544400.04599],[16277039361.074106],[217498654.28172377],[70323567.3306019],[31359382.400271468],[26391101.20429592],[0.8671032612274628],[0.06945800275848202],[0.4626289548240817],[0.5787013345051224]
7,"[[2047955, 2099428, 2092108, 2098608]]","[[3606528, 3606528, 3604480, 3608576]]",[9716318.086205805],[21082946.21170712],[34166547.615279965],[38601220.568813175],[38531638.15717208],[86002319.09090352],[220145446.94656578],[3151956055.8052874],[9413129213.391506],[16375926717.16132],[219559172.4307343],[68937039.55050328],[29763846.720911894],[25660118.19551129],[0.8851157323995065],[0.06984407239469625],[0.44803022249254176],[0.5748150548040082]
8,"[[2424788, 2478928, 2476195, 2484236, 2481075]]","[[2893824, 2889728, 2887680, 2887680, 2885632]]",[15466207.464053262],[30512503.70520126],[48692538.405761875],[57802167.75970432],[57709916.195294105],[119891487.89209244],[270287400.7311338],[3772199545.913871],[11324651452.708467],[19659861931.095356],[269897044.92361337],[97168288.44045652],[45439815.14477967],[37081461.15354294],[0.8423998665272715],[0.07165246627101556],[0.48135123860699386],[0.5760290429505326]
9,"[[2267668, 2320948, 2315736, 2323888, 2320553]]","[[2887680, 2887680, 2885632, 2889728, 2887680]]",[14797871.314122444],[28706048.8735404],[47436864.60388835],[53817946.09078555],[53951578.90596049],[114085797.52553134],[267978633.7595904],[3754915259.4818645],[11232619525.226925],[19707114144.18564],[267597724.81900668],[91467718.65866758],[41968512.09349394],[35597851.05366393],[0.8814320881712404],[0.07136742515903498],[0.47290355220496777],[0.5699778995059499]
10,"[[2131491, 2184479, 2182593, 2188139, 2184115]]","[[2887680, 2885632, 2885632, 2885632, 2887680]]",[14064071.018017272],[26721796.10654233],[44088154.61887557],[49492409.134256065],[49352065.64397877],[104708073.70624974],[260806898.29236692],[3692188049.184624],[11001320024.326178],[19452430731.192566],[260219775.3110318],[83698721.78833209],[38355817.254828535],[33697473.33323713],[0.8908063961743994],[0.07063749051188306],[0.4713300884746682],[0.5655498881528068]
11,"[[2015975, 2055864, 2057992, 2064252, 2061803]]","[[2897920, 2895872, 2893824, 2893824, 2891776]]",[13844296.31973709],[25669058.859383266],[43288031.871615],[47607834.26737641],[47452639.004990704],[103706430.30298944],[266678515.17174992],[3734573063.782298],[11092786813.725142],[19692671095.336163],[266276815.9230027],[83054370.2812893],[36662612.75509932],[32925504.764420465],[0.9092627828541745],[0.0714080326230553],[0.45756698853053507],[0.5632951853013103]
