,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,MEM_LOAD_RETIRED.L3_MISS,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,"[[1265710, 1298120, 1292247, 1297263, 1297741, 1284016, 1285976, 1286031, 1294241, 1291401]]","[[2611200, 2609152, 2609152, 2609152, 2609152, 2609152, 2615296, 2613248, 2613248, 2613248]]",[19899180.356866553],[30865084.660208587],[99531244.29628555],[108873362.85992056],[108755403.3807288],[166417961.71300316],[277692696.43807447],[3088731511.5535016],[9768423025.174713],[35902784833.695366],[277907016.1247863],[154932044.32723913],[104594596.02899826],[95572765.43067233],[0.9141927986953536],[0.08990509385466358],[0.6535076037542354],[0.27207981415432947]
