,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,[[8131816]],[[31270912]],[609960.4732204108],[35148141.2858184],[34993095.68593303],[76713558.04078175],[148989138.71464583],[1745806965.4443924],[5912959133.62883],[6601519288.600171],[148961737.7675781],[0.01735398945452965],[0.08534112972605816],[0.45615268773389867],[0.8956967139124503]
1,[[8078012]],[[31225856]],[729681.3793787723],[35044243.43115784],[34892708.954569556],[75558467.55185151],[147718990.5840368],[1748721005.6153116],[5922716210.72351],[6638290142.253162],[147692766.80887765],[0.020821718717146352],[0.08447258888621849],[0.46179746738014055],[0.8922050835086318]
2,[[7892946]],[[31141888]],[1103774.8711258594],[34203563.80975468],[34043523.764748424],[76387313.18917494],[148002261.66109353],[1722118288.6849244],[5833703344.225512],[6626961127.303568],[147975642.6166707],[0.03227075626578622],[0.08594198356380835],[0.4456698677231762],[0.8802984101099106]
3,[[7570916]],[[23101440]],[1669533.1074883798],[33056178.83031161],[32902939.87784234],[72763586.99614912],[141104050.28829437],[1666518540.3660543],[5646148705.572113],[6583085141.073934],[141078872.9981703],[0.05050593161595144],[0.08466995528132593],[0.45218963545026536],[0.8576751757840743]
4,[[7075447]],[[13012992]],[2576327.315978133],[31355616.29593346],[31205180.60570448],[69092214.36634907],[134173744.28212588],[1602568625.381389],[5429717040.211114],[6599924076.485086],[134150178.36885698],[0.08216478004013142],[0.08372418014248495],[0.4516453972692872],[0.82269386394257]
5,[[7907063]],[[31268864]],[997059.6469815318],[35342836.06518801],[35184852.01724988],[75495006.74948324],[147121516.1492624],[1720024284.2339268],[5826232732.608024],[6620315231.533787],[147094099.09161326],[0.02821108201793731],[0.08553455756282426],[0.46605535295870043],[0.8800536724983425]
6,[[7830572]],[[31250432]],[1134508.0362183508],[34739948.31310544],[34586443.25083239],[73168538.18237297],[143335048.82294926],[1698509322.9449692],[5752912303.161022],[6576325095.454721],[143309209.07092863],[0.03265715959025662],[0.08438873245301183],[0.47269556164461685],[0.8747913492198238]
7,[[7590649]],[[31188992]],[1671331.7393680261],[33838042.117342904],[33683313.262977004],[72789231.39604099],[141241777.0365904],[1673285180.6157103],[5669773519.355651],[6603471380.58069],[141216573.48983368],[0.04939209347787364],[0.08440986549861057],[0.46275132484513415],[0.8586049961584096]
8,[[7203363]],[[23105536]],[2299662.5611213935],[32443443.840219613],[32295313.54844969],[68706085.86534424],[134410052.01653096],[1617160356.7162595],[5480195876.460301],[6591355853.016442],[134384806.5812888],[0.07088219649082195],[0.08311485713727153],[0.47005026034730996],[0.8314216374696818]
9,[[6709207]],[[13015040]],[3352250.532458745],[30806519.938976243],[30654694.37460891],[64940770.45630013],[127515651.44276251],[1559277836.2005417],[5285206663.963543],[6631451765.987479],[127492779.75477791],[0.10881626808542874],[0.08177865963481987],[0.472040817489793],[0.7969908928646985]
10,[[7067568]],[[31262720]],[2659980.21692624],[32287694.360459194],[32133209.747380488],[68227845.14817855],[133002015.02393721],[1604065253.236128],[5435940968.861125],[6598126811.951615],[132977328.13074929],[0.08238371520834756],[0.08291558884877766],[0.4709691428417967],[0.8238612448331021]
11,[[7005716]],[[31266816]],[2812359.098796446],[31994745.226719234],[31842880.019418433],[66963935.5208077],[131053829.68845178],[1598857236.7292356],[5418432450.119456],[6607286715.903304],[131029492.0244819],[0.0879006561504921],[0.08196718673678904],[0.47552282839654636],[0.8200692179859013]
12,[[6782867]],[[31168512]],[3323918.8911839584],[30995095.828729074],[30840846.615443848],[66334818.79924093],[129651990.19826646],[1574156858.8378124],[5335968231.874628],[6627933051.822686],[129628599.89146405],[0.10724015533138143],[0.08236281503355866],[0.4649269746071389],[0.8050727414042351]
13,[[6421772]],[[23107584]],[3954356.257530325],[29765675.8552932],[29613756.181280904],[63088443.41122923],[122808125.2879647],[1516783725.4448104],[5142814162.653416],[6587984583.088588],[122784172.92053363],[0.13284953705585442],[0.08096614120246452],[0.4694006474093779],[0.7806354276928733]
14,[[6301035]],[[13023232]],[4080990.5083735413],[28887955.53246684],[28748097.28406015],[62334209.418815],[121004804.97708589],[1488300383.7872128],[5044509336.749442],[6577691724.981932],[120984375.19058235],[0.14126962026741433],[0.08130402054266106],[0.46119293967307146],[0.7669117902851094]
15,[[5999691]],[[31266816]],[4932648.379819883],[27944152.177821033],[27792818.28256878],[60510810.80496178],[117674045.49037258],[1469873278.7294936],[4985265388.630494],[6617063518.143022],[117653173.20702069],[0.17651809038367863],[0.08005727241472534],[0.4593033527868349],[0.7533954260770845]
16,[[5935546]],[[31258624]],[5083755.844696194],[27616664.616893362],[27459953.834149066],[58900927.12814726],[115704702.75451346],[1459031667.805009],[4948840752.666722],[6614274935.318207],[115683918.55487162],[0.1840829048409566],[0.07930239302384814],[0.4662057996881114],[0.7482060847276585]
17,[[5813352]],[[31170560]],[5414929.57079112],[26931518.383163694],[26773566.902906194],[57425340.8360211],[113082620.77469856],[1443813608.3288553],[4898514696.144012],[6626338366.832892],[113062486.70147516],[0.20106291423124054],[0.07832217408283486],[0.46623261635239577],[0.7392491033453358]
18,[[5560295]],[[23111680]],[5896218.779000042],[26177128.90795888],[26030141.355126854],[56023232.7650608],[109236522.00630203],[1401885304.1059754],[4756504760.426791],[6609934794.884388],[109217214.24742126],[0.22524314258189557],[0.07792115495209179],[0.464631190854104],[0.7195993467451423]
19,[[5328752]],[[13019136]],[6100426.929078945],[25447879.84121715],[25303335.82339039],[54751410.86235029],[106875418.63913558],[1379326867.9501474],[4678548179.326758],[6621202266.964885],[106857338.4879428],[0.23972240387579444],[0.07748375031508366],[0.4621494756912316],[0.7066010054804404]
20,[[5365841]],[[31250432]],[6261541.234623505],[25165666.345112883],[25015206.208398245],[54679875.555152506],[107166897.35529241],[1381832899.7548344],[4689185892.650643],[6593793621.796745],[107147349.14710566],[0.24881285274766757],[0.07755416546697218],[0.4574846953184233],[0.7111514496222412]
21,[[5358468]],[[31205376]],[6364836.5847289115],[25052064.125162944],[24899132.54976889],[53249887.80580579],[104993389.34156734],[1383178917.0114012],[4694330868.366024],[6601580697.644902],[104974628.67332461],[0.2540643578480986],[0.0759073089173625],[0.46759032883923113],[0.7110919465152816]
22,[[5274844]],[[31168512]],[6664865.014885067],[24621098.417317882],[24466992.60295352],[52763409.26390536],[103864289.66928485],[1370384781.7494116],[4651470363.835543],[6625108066.233782],[103845769.78146327],[0.27069730610382364],[0.07579206296839734],[0.46371136634817517],[0.7020972816341989]
23,[[5058450]],[[23111680]],[7053563.395490569],[23962338.044730343],[23803885.86295193],[50867994.54922923],[100621880.84791039],[1331943219.0090926],[4521610583.585067],[6599352698.93532],[100603719.8434953],[0.29436039932012176],[0.07554517295622307],[0.4679540853515448],[0.6851597103325819]
24,[[4827175]],[[13025280]],[7417113.608746793],[23200890.328736577],[23051819.163139984],[49835037.810189895],[97873930.1061065],[1305288964.1448355],[4430644712.135316],[6613670464.520897],[97856443.50524716],[0.3196909042563755],[0.0749825768811498],[0.46256248968725616],[0.6699222067237179]
25,[[5104283]],[[31227904]],[6857893.216358021],[23968560.86228821],[23820131.644575205],[51599061.38635538],[102237305.42421122],[1353245397.4155865],[4593389681.97027],[6604968778.238816],[102218992.60541956],[0.2861203580707314],[0.0755497159786857],[0.4616388555252692],[0.6954445715328689]
26,[[5068272]],[[31240192]],[7023929.154279836],[23812819.44253957],[23658086.10395964],[51368910.43272885],[101687922.72075543],[1346750550.0865488],[4572703739.130146],[6617029983.393963],[101669923.09267105],[0.29496419654248024],[0.07550613045171614],[0.4605526164496236],[0.6910507811821559]
27,[[5004548]],[[31152128]],[7251234.443362636],[23432890.034268495],[23286589.658047326],[51154856.84148532],[100227227.19321662],[1336196894.4646146],[4536382401.263556],[6620314141.005943],[100208017.59495158],[0.30944686860043114],[0.07500932505413098],[0.4552175706444843],[0.6852216231198753]
28,[[4819712]],[[23119872]],[7614215.775971719],[22865464.773527805],[22715139.540390223],[48427789.474165015],[96016427.28639077],[1302693037.6617646],[4423866738.665878],[6584160912.851065],[95998714.64242911],[0.3330007000245619],[0.07370610305765737],[0.46905175286821976],[0.6718952949693724]
29,[[4632092]],[[13023232]],[7988864.917752113],[22243733.281670716],[22102997.449807577],[47417459.49699715],[93753216.12540258],[1276489621.896265],[4335031528.203703],[6623530744.295168],[93737404.21442471],[0.3591512637105345],[0.07344612483893857],[0.46613626466443897],[0.6544895306687383]
