,hotspot,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,l2_rqsts.all_demand_miss,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694303303,[[578376]],[[29442048]],[12027705.086605847],[15015232.10906568],[797675.5189722101],[2442575.827431912],[2525868.561177365],[14322047.60090942],[49046395.14938568],[1556740938.8184173],[5794758992.889075],[6609823104.048801],[48557534.41891296],[20201375.455942634],[0.3265714456082513],[0.031505817009355716],[0.17636225151332255],[0.8766889675670043]
1,1694303317,[[590903]],[[29440000]],[8941278.13952754],[11786677.72810536],[810401.593156945],[2335226.924931407],[2200941.3038926367],[16080188.381531607],[43349209.59062889],[1590021228.923996],[5975453374.159303],[6567196803.220113],[43480029.55108644],[17519096.24757615],[0.3470333373193481],[0.02726328982410147],[0.13687285569492819],[0.9098940618361462]
2,1694303332,[[426744]],[[29435904]],[7239274.388391755],[9879963.765863227],[610110.8562081343],[2253627.946168898],[2118938.110371194],[14606904.979834804],[40010434.501749285],[1543313136.7224767],[5723589121.385968],[6582870821.383896],[40143349.00487435],[15447148.134963326],[0.2707238598302373],[0.025925026846281608],[0.14506414009651195],[0.8694670268772974]
3,1694303346,[[734832]],[[29440000]],[9258965.480278667],[12302541.427597273],[939976.9010558992],[2516694.826151995],[2460099.1820151666],[15925258.70049819],[43343387.02992458],[1556794210.3484857],[5871871527.290831],[6559132422.855524],[43195277.296119735],[18353532.901909743],[0.3734965762587576],[0.02784143642223736],[0.15447781592007717],[0.8952207622505213]
4,1694303360,[[661228]],[[29390848]],[6639082.81829229],[9490855.133296348],[821055.5361096387],[2366113.8409145195],[2472139.9855700377],[15705699.665355055],[39504338.891123444],[1587663148.0898647],[5901815614.435002],[6582044613.524358],[39824000.862250194],[15453483.704964178],[0.3470059309539794],[0.02488206578243726],[0.15740400225679158],[0.8966538455707722]
