,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,MEM_LOAD_RETIRED.L3_MISS,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,[[4973301]],[[8763392]],[580173.696700809],[8671883.907240767],[1625080.1762618523],[8873060.995642534],[8814287.33125237],[38820881.2572218],[94135929.50559242],[1759621996.9453285],[6311139310.127954],[6560820192.997485],[94281080.64416794],[36553837.71665979],[8646596.954408174],[1577059.9995044495],[0.1831476394741242],[0.053497813546892835],[0.2270501607846076],[0.9619436479701087]
1,[[753365]],[[8779776]],[299405.59725430235],[2951265.998266514],[999447.3014966098],[3841380.8770022844],[3700854.0935418895],[13878529.62128903],[32577747.382351246],[2454872480.2221794],[13229663316.428827],[6593022174.411927],[32523320.88582363],[12899923.79261395],[3641322.4938118914],[946694.0695190568],[0.26017917345299874],[0.013270647516241976],[0.26666038798987385],[2.006615929152227]
