,hotspot,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,l2_rqsts.all_demand_miss,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,1694301436,[[606108]],[[29386752]],[10150559.628674448],[12994992.229791211],[935610.201417293],[2633280.625086872],[2480459.3126283167],[14197544.098868614],[47552589.58082981],[1595722203.1345587],[5947608502.209103],[6572020935.645799],[47269434.75703993],[18300981.925067734],[0.35530212484908524],[0.02980004256844946],[0.17471044959289697],[0.9049892811433446]
1,1694301450,[[594744]],[[29419520]],[8611064.113666084],[11340884.48751394],[881581.1454033159],[2514486.180080082],[2426756.917156797],[13753561.682801316],[40145885.84355559],[1600930634.8015976],[6009660189.416046],[6558299489.658481],[40308301.73315778],[17219875.471833058],[0.35060091098820007],[0.025076592933416412],[0.17644570716481614],[0.9163442747456774]
2,1694301465,[[429893]],[[29399040]],[5687837.049464466],[8254902.215983422],[607773.3781156463],[2259675.9301676173],[2185690.260822972],[13391521.863872446],[37504764.191682905],[1552347955.2900107],[5763646330.718491],[6567567181.28487],[37833345.77185788],[13944337.294857416],[0.2689648413746493],[0.024160024216140535],[0.16321447876058895],[0.8775922912738136]
3,1694301479,[[733312]],[[29440000]],[9231793.927894427],[12278213.474465895],[952820.6865285679],[2632383.583767129],[2452476.721228913],[14829735.125615815],[42274420.623638056],[1564518435.2537618],[5899238339.91388],[6595955953.7742],[42380416.18873242],[18489144.023828477],[0.3619611869653941],[0.027020723866881906],[0.16537562542116357],[0.8943720032785151]
4,1694301493,[[639079]],[[29435904]],[6568794.64427942],[9254562.417320238],[995302.392095574],[2781668.1493821573],[2481562.170287895],[13538980.92335213],[37086149.087301984],[1547439685.5840385],[5748569165.241223],[6580773745.487948],[37356299.0446389],[15457072.25999198],[0.3578077393295972],[0.02396613543829648],[0.18329017407858808],[0.8735400102735155]
