,0_throughput,1_throughput,LLC-store-misses,LLC-store,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,MEM_LOAD_RETIRED.L1_MISS,MEM_LOAD_RETIRED.L2_MISS,MEM_LOAD_RETIRED.L3_MISS,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
0,[[582235]],[[28442624]],[10653438.833771005],[15811227.704641182],[955384.7644685763],[2532924.1128768683],[2473043.355839301],[14831008.13161273],[49844022.192932576],[1544802052.9083989],[5780641595.132828],[6603285488.511914],[49351776.44336133],[13569521.512930147],[2176049.7586574545],[661326.870013101],[0.37718649351221994],[0.0322656369462296],[0.16674816262610875],[0.8754190024329126]
1,[[610932]],[[28426240]],[7797514.410429121],[12294356.80313666],[767183.3200836001],[2645136.3457515747],[2527988.3713243166],[14116665.27648943],[41435469.08990348],[1619737831.709364],[6114822686.649253],[6576349944.296886],[41296617.516006626],[12986453.936998356],[2150057.6092256475],[588501.5046952278],[0.29003545367927597],[0.025581589982482063],[0.17907829659562371],[0.929820149238275]
2,[[439532]],[[28481536]],[6436252.199457904],[10245438.978224088],[565063.9061425448],[2004204.3301159982],[1957113.4287519902],[13705331.527677292],[39261177.885024026],[1562207664.3028018],[5808834519.492314],[6577626611.744073],[39192306.644439146],[12676360.249913],[1972080.4975333842],[523364.01996389753],[0.28193927018900333],[0.02513185588712747],[0.142799422604239],[0.8831201377592469]
3,[[769264]],[[28465152]],[8214981.599443443],[12876804.382634504],[847163.4935356406],[2349569.0794291273],[2343493.694460611],[16084075.837801596],[44709761.235010035],[1598909643.311344],[6042740017.854736],[6593843964.4046335],[44376067.04883158],[14958983.686677236],[2421917.9445058387],[740643.70602351],[0.36056121990738627],[0.02796265656539294],[0.14570272598148382],[0.916421445590022]
4,[[674670]],[[28426240]],[5804220.924071795],[9719307.454298919],[788461.6992350563],[2671785.1217905716],[2547546.1764784805],[14353878.337064326],[38250343.85089735],[1605247313.2516644],[5967779986.708177],[6586042127.385182],[38284900.3721248],[13198338.160195712],[2252931.2292100214],[611978.3904000944],[0.2951067033065319],[0.02382831825048544],[0.17748138284690992],[0.906125389312918]
