,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
21,[[5334103]],[[31232000]],[6364792.778586521],[25017338.038374018],[24866206.5549165],[53345210.15928609],[105578128.79852666],[1378335180.361075],[4677628630.208573],[6601812224.327994],[105557354.74231157],[0.2544152686758113],[0.07659829793422884],[0.46613756850272536],[0.7085370609256785]
22,[[5183621]],[[31176704]],[6714737.440845981],[23897366.73023698],[23750744.981155615],[51237250.867815435],[101669479.1400814],[1322597270.5890372],[4487719250.894959],[6491808984.656883],[101640712.00456464],[0.2809823156101096],[0.07687107889977837],[0.4635444833375046],[0.6912894790190984]
23,[[5040648]],[[23103488]],[7056167.080524308],[23860631.92941341],[23712882.526735723],[51859890.65655749],[101589013.4351179],[1333591955.6978877],[4527280890.977545],[6593066201.812119],[101570223.19013661],[0.29572423318034796],[0.07617698427249055],[0.4572489881202115],[0.6866730520214118]
24,[[4801971]],[[13025280]],[7456797.297813773],[23137241.706286173],[22993051.0202181],[48735693.63591817],[96209790.97757256],[1304929102.107611],[4429739121.402123],[6611450886.606867],[96192839.98546892],[0.32228549074576296],[0.07372798324612628],[0.4717907821726834],[0.6700101380735745]
25,[[5076900]],[[31248384]],[6923587.956910088],[23985012.776436146],[23842222.512913525],[53366463.59571984],[103935921.28610328],[1351741189.4485614],[4588475874.509445],[6619626057.787063],[103917612.73174267],[0.2886630923003761],[0.0768904003942527],[0.44676414561645694],[0.6931623983671624]
26,[[5072852]],[[31449088]],[7020362.380623376],[23773674.748740166],[23624753.52597983],[51524655.18061806],[101653081.7848672],[1341893748.009945],[4555521094.619668],[6613823248.629368],[101634784.49021035],[0.2952998413085215],[0.07575345062574496],[0.4585135687597326],[0.6887878498361357]
27,[[4982412]],[[31137792]],[7191188.301821095],[23476325.702018224],[23333247.817136377],[50872480.43909348],[100448439.93869844],[1337769137.7433214],[4541529732.509956],[6610423894.400551],[100430667.77277844],[0.30631660137526884],[0.0750865280897006],[0.4586614927312588],[0.6870254926249012]
28,[[4742915]],[[23111680]],[7774808.812444966],[22595197.94061083],[22449514.803017877],[48317994.782357216],[96189227.31151944],[1288910163.946324],[4375992496.9792],[6609118347.889482],[96172147.36387543],[0.34409120171818175],[0.07462834106064602],[0.4646201669613796],[0.6621144102188161]
29,[[4632488]],[[13027328]],[8022483.047394401],[22231828.78552773],[22087620.787810422],[47128195.91064781],[93203350.80379307],[1274609494.579663],[4327708600.142059],[6620963772.417695],[93187047.05717194],[0.36085574087439914],[0.07312306333833594],[0.4686710441810081],[0.6536372571876743]
30,[[4840440]],[[31232000]],[7215940.906675295],[22635644.61958267],[22490389.47425257],[48899081.159313984],[97190909.68812464],[1296056918.630038],[4400156613.827467],[6505457393.50425],[97163102.05958685],[0.31878663179013694],[0.07498969242096071],[0.4599348073837732],[0.6763792839871733]
31,[[4921863]],[[31256576]],[7241261.783514942],[23227515.139212746],[23082251.083377074],[50750389.964624904],[99520279.20168999],[1334171496.161328],[4528888320.422746],[6624479444.909024],[99502730.48696408],[0.31175361376862165],[0.07459331839124825],[0.4548191866006615],[0.6836595023180636]
32,[[4877660]],[[31127552]],[7426112.484007111],[22940523.464715708],[22787031.353088018],[49665810.25280769],[97834793.09797987],[1326242900.0907495],[4502523950.648399],[6630610076.018443],[97817186.1288592],[0.3237115532881821],[0.07376838216535254],[0.458807200307375],[0.6790512334503133]
33,[[4587184]],[[23109632]],[7912717.025487385],[21749496.967399046],[21605816.43549221],[47147052.63921311],[93183587.547732],[1251314841.9864924],[4249203335.446787],[6495185859.855475],[93166678.91491617],[0.3638114958404779],[0.07446853854925976],[0.4582644137021248],[0.6542081207729037]
34,[[4516725]],[[13019136]],[8328729.981217895],[21804954.699155472],[21665913.110421453],[46274195.56844723],[91118814.3536446],[1260282448.3771524],[4279260697.0397844],[6620457215.001098],[91102548.12641083],[0.38196502107571334],[0.07230031210144756],[0.468207233951241],[0.6463693606150848]
