,0_throughput,1_throughput,LLC-load-misses,LLC-loads,l2_rqsts.demand_data_rd_miss,l2_rqsts.all_demand_data_rd,L1-dcache-load-misses,L1-dcache-loads,instructions,cycles,l1d.replacement,llc_miss_rate,l1_miss_rate,l2_miss_rate,ipc
22,[[5243155]],[[31148032]],[6575628.504327329],[24339120.75906652],[24176139.4661518],[52542356.00770017],[103892572.60948348],[1358147551.4989188],[4610150880.868193],[6561429635.010591],[103870117.97672942],[0.2701670520237611],[0.07649579200347009],[0.4601266730903492],[0.702613780428166]
23,[[4999079]],[[23107584]],[7098215.287970958],[23562085.385763276],[23404084.926084783],[50039176.55900587],[99186345.67934886],[1315000674.122426],[4464784662.80399],[6533718619.714776],[99168957.86128761],[0.30125581720622463],[0.07542684017674857],[0.4677152290563143],[0.6833451090672921]
24,[[4781808]],[[13021184]],[7637402.306813194],[22838887.860688806],[22685193.067919273],[48525484.86912445],[95901782.14030032],[1288242315.0321722],[4373319469.465352],[6596841028.367052],[95885085.08850776],[0.33440342425600295],[0.07444390004989496],[0.4674902915262428],[0.662941467083966]
25,[[5058240]],[[31262720]],[6968033.460806854],[23779565.50102032],[23623238.092549473],[50589225.2831237],[100637154.48305696],[1339077204.5179625],[4545883355.122131],[6591296174.912622],[100619711.67632501],[0.2930261051451034],[0.07515410922052404],[0.4669618473171215],[0.6896797283096437]
26,[[5043939]],[[31258624]],[6989803.689868766],[23545300.242636755],[23387812.162765753],[50718912.748283215],[100388572.5343982],[1332645745.9250195],[4523825866.075579],[6562921383.07591],[100370029.5058431],[0.2968661948600407],[0.075330276512995],[0.46112605526145484],[0.6893006333644899]
27,[[4952264]],[[31156224]],[7323368.614754256],[23262654.028910182],[23103977.83278719],[50044021.45269713],[98935394.02080591],[1324973038.530627],[4498387352.767979],[6605817159.567001],[98916713.90772292],[0.3148122568324739],[0.0746697413032069],[0.4616730862571796],[0.680973639461562]
28,[[4767751]],[[23117824]],[7793984.493232172],[22717740.23789187],[22557668.935612973],[48769276.98269604],[96222818.38088112],[1298087635.2861578],[4408464849.832525],[6610721095.239696],[96205493.38603786],[0.3430792152571697],[0.07412659651416309],[0.46253851463938495],[0.6668659570295608]
29,[[4617547]],[[13021184]],[8148417.38540628],[22076393.9336169],[21920441.99867379],[47339533.30197085],[93371043.02867648],[1269913095.1119273],[4311612791.749923],[6628157290.160327],[93354856.31107888],[0.3691009233622277],[0.07352553760416729],[0.46304727718473715],[0.6504994681026391]
30,[[4914459]],[[31266816]],[7261106.935457548],[23119557.624518115],[22959983.22686146],[49528573.77821846],[98138722.90949358],[1323718933.5654247],[4493354913.867236],[6595507291.727777],[98119674.15594313],[0.31406772799827276],[0.07413864108233145],[0.46357044985128837],[0.6812751036607747]
31,[[4881738]],[[31246336]],[7365305.940105383],[23007789.609420735],[22847830.879899696],[49232178.4889951],[97698792.74890245],[1319493323.5023844],[4479928177.629523],[6601344613.974507],[97682199.97705507],[0.3201222744617586],[0.07404265789657548],[0.4640832801052443],[0.6786387379543678]
32,[[4817023]],[[31076352]],[7536559.010579356],[22371249.664999824],[22216116.651314195],[50352631.72749874],[98670343.757],[1302261776.3313725],[4421339314.947937],[6582958664.79633],[98653170.94420724],[0.33688591935793477],[0.07576844037837475],[0.44121063565345797],[0.6716340691294206]
33,[[4669949]],[[23132160]],[8002548.701600476],[22243254.013604272],[22088137.800468307],[47112047.43383944],[93499600.92023197],[1282833963.5420053],[4357122477.653655],[6599955840.441802],[93482838.90200783],[0.35977419026487806],[0.07288519292245134],[0.468842663471317],[0.6601744894950674]
34,[[4464704]],[[13023232]],[8449558.913611626],[21549109.87667813],[21395457.857060745],[46135844.83913204],[91190111.442171],[1251059100.3510118],[4248442635.361347],[6616226819.860476],[91173715.42996377],[0.3921070968576895],[0.07289033061394593],[0.46374912894004916],[0.642124695998699]
