# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 5626693425
#
# Overhead  Command       Shared Object                Symbol                              
# ........  ............  ...........................  ....................................
#
    35.29%  rte-worker-2  nflr                         [.] worker_fsm_amac_thread
    13.42%  rte-worker-2  libc-2.31.so                 [.] __memset_avx2_unaligned_erms
    10.81%  rte-worker-2  nflr                         [.] write_variable
     7.57%  rte-worker-2  nflr                         [.] read_variable
     5.48%  rte-worker-2  libc-2.31.so                 [.] __memcmp_avx2_movbe
     3.11%  rte-worker-2  nflr                         [.] RanUeFindByAmfUeNgapID
     2.54%  rte-worker-2  nflr                         [.] UpdateLocation
     1.95%  rte-worker-2  nflr                         [.] handleUplinkNASTransportMain
     1.74%  rte-worker-2  nflr                         [.] 0x00000000000048d4
     1.52%  rte-worker-2  nflr                         [.] cuckoo_hash_first_test
     1.38%  rte-worker-2  nflr                         [.] HandleNAS
     1.30%  rte-worker-2  nflr                         [.] Dispatch
     0.87%  rte-worker-2  nflr                         [.] cuckoo_hash_first_hash
     0.77%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_decompress_v
     0.62%  rte-worker-2  libc-2.31.so                 [.] __memset_chk_avx2_unaligned_erms
     0.62%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_burst_none_empw
     0.57%  rte-worker-2  nflr                         [.] Registered
     0.56%  rte-worker-2  nflr                         [.] 0x00000000000048d0
     0.45%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_handle_completion
     0.39%  rte-worker-2  libc-2.31.so                 [.] 0x000000000018bb5d
     0.39%  rte-worker-2  nflr                         [.] SendCreateSmContextRequest
     0.36%  rte-worker-2  nflr                         [.] StoreSmContext
     0.35%  rte-worker-2  nflr                         [.] ranUeFind
     0.33%  rte-worker-2  nflr                         [.] SearchNssfNSSelectionInstance
     0.32%  rte-worker-2  nflr                         [.] Snssai
     0.31%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_rx_burst_vec
     0.30%  rte-worker-2  nflr                         [.] SmContextFindByPDUSessionID
